"","season","PlotID","Source","ElapsedTimeSinceRunoffStarted_Minutes","data","detection level","method"
"4601","B","110","X","60","400","WR","enterococciCulturableMEI_CFUPer100ML"
"4602","B","110","X","T1","100","WR","enterococciCulturableMEI_CFUPer100ML"
"4603","B","101","S","5","0.5","BDL","enterococciCulturableMEI_CFUPer100ML"
"4604","B","101","S","10","0.5","BDL","enterococciCulturableMEI_CFUPer100ML"
"4605","B","101","S","20","0.5","BDL","enterococciCulturableMEI_CFUPer100ML"
"4606","B","101","S","30","0.5","BDL","enterococciCulturableMEI_CFUPer100ML"
"4607","B","101","S","60","0.5","BDL","enterococciCulturableMEI_CFUPer100ML"
"4608","B","101","S","T1","0.5","BDL","enterococciCulturableMEI_CFUPer100ML"
"4609","B","102","P","5","120000","WR","enterococciCulturableMEI_CFUPer100ML"
"4610","B","102","P","10","60000","WR","enterococciCulturableMEI_CFUPer100ML"
"4611","B","102","P","20","1800","WR","enterococciCulturableMEI_CFUPer100ML"
"4612","B","102","P","30","40000","WR","enterococciCulturableMEI_CFUPer100ML"
"4613","B","102","P","60","51000","WR","enterococciCulturableMEI_CFUPer100ML"
"4614","B","102","P","T1","6000","WR","enterococciCulturableMEI_CFUPer100ML"
"4615","B","203","P","5","52000","WR","enterococciCulturableMEI_CFUPer100ML"
"4616","B","203","P","10","6000","WR","enterococciCulturableMEI_CFUPer100ML"
"4617","B","203","P","20","2300","WR","enterococciCulturableMEI_CFUPer100ML"
"4618","B","203","P","30","32000","WR","enterococciCulturableMEI_CFUPer100ML"
"4619","B","203","P","60","6000","WR","enterococciCulturableMEI_CFUPer100ML"
"4620","B","203","P","T1","1300","WR","enterococciCulturableMEI_CFUPer100ML"
"4621","B","204","X","5","0.5","BDL","enterococciCulturableMEI_CFUPer100ML"
"4622","B","204","X","10","300","WR","enterococciCulturableMEI_CFUPer100ML"
"4623","B","204","X","20","0.5","BDL","enterococciCulturableMEI_CFUPer100ML"
"4624","B","204","X","30","300","WR","enterococciCulturableMEI_CFUPer100ML"
"4625","B","204","X","60","100","WR","enterococciCulturableMEI_CFUPer100ML"
"4626","B","204","X","T1","0.5","BDL","enterococciCulturableMEI_CFUPer100ML"
"4627","B","205","C","5","152500","WR","enterococciCulturableMEI_CFUPer100ML"
"4628","B","205","C","10","148000","WR","enterococciCulturableMEI_CFUPer100ML"
"4629","B","205","C","20","100","WR","enterococciCulturableMEI_CFUPer100ML"
"4630","B","205","C","30","240000","WR","enterococciCulturableMEI_CFUPer100ML"
"4631","B","205","C","60","113000","WR","enterococciCulturableMEI_CFUPer100ML"
"4632","B","205","C","T1","6000","WR","enterococciCulturableMEI_CFUPer100ML"
"4633","B","206","P","5","60000","WR","enterococciCulturableMEI_CFUPer100ML"
"4634","B","206","P","10","5000","WR","enterococciCulturableMEI_CFUPer100ML"
"4635","B","206","P","20","1500","WR","enterococciCulturableMEI_CFUPer100ML"
"4636","B","206","P","30","60000","WR","enterococciCulturableMEI_CFUPer100ML"
"4637","B","206","P","60","10000","WR","enterococciCulturableMEI_CFUPer100ML"
"4638","B","206","P","T1","1200","WR","enterococciCulturableMEI_CFUPer100ML"
"4639","B","405","X","5","4150","WR","enterococciCulturableMEI_CFUPer100ML"
"4640","B","405","X","10","1300","WR","enterococciCulturableMEI_CFUPer100ML"
"4641","B","405","X","20","400","WR","enterococciCulturableMEI_CFUPer100ML"
"4642","B","405","X","30","0.5","BDL","enterococciCulturableMEI_CFUPer100ML"
"4643","B","405","X","60","100","WR","enterococciCulturableMEI_CFUPer100ML"
"4644","B","405","X","T1","200","WR","enterococciCulturableMEI_CFUPer100ML"
"4645","B","406","S","5","20","WR","enterococciCulturableMEI_CFUPer100ML"
"4646","B","406","S","10","0.5","BDL","enterococciCulturableMEI_CFUPer100ML"
"4647","B","406","S","20","70","WR","enterococciCulturableMEI_CFUPer100ML"
"4648","B","406","S","30","285","WR","enterococciCulturableMEI_CFUPer100ML"
"4649","B","406","S","60","95","WR","enterococciCulturableMEI_CFUPer100ML"
"4650","B","406","S","T1","330","WR","enterococciCulturableMEI_CFUPer100ML"
"4651","B","411","S","5","170","WR","enterococciCulturableMEI_CFUPer100ML"
"4652","B","411","S","10","150","WR","enterococciCulturableMEI_CFUPer100ML"
"4653","B","411","S","20","235","WR","enterococciCulturableMEI_CFUPer100ML"
"4654","B","411","S","30","160","WR","enterococciCulturableMEI_CFUPer100ML"
"4655","B","411","S","60","160","WR","enterococciCulturableMEI_CFUPer100ML"
"4656","B","411","S","T1","160","WR","enterococciCulturableMEI_CFUPer100ML"
"4657","B","412","C","5","225000","WR","enterococciCulturableMEI_CFUPer100ML"
"4658","B","412","C","10","303000","WR","enterococciCulturableMEI_CFUPer100ML"
"4659","B","412","C","20","203000","WR","enterococciCulturableMEI_CFUPer100ML"
"4660","B","412","C","30","161000","WR","enterococciCulturableMEI_CFUPer100ML"
"4661","B","412","C","60","104000","WR","enterococciCulturableMEI_CFUPer100ML"
"4662","B","412","C","T1","123000","WR","enterococciCulturableMEI_CFUPer100ML"
"4663","B","502","S","5","17","WR","enterococciCulturableMEI_CFUPer100ML"
"4664","B","502","S","10","0.5","BDL","enterococciCulturableMEI_CFUPer100ML"
"4665","B","502","S","20","1","WR","enterococciCulturableMEI_CFUPer100ML"
"4666","B","502","S","30","0.5","BDL","enterococciCulturableMEI_CFUPer100ML"
"4667","B","502","S","60","100","WR","enterococciCulturableMEI_CFUPer100ML"
"4668","B","502","S","T1","84","WR","enterococciCulturableMEI_CFUPer100ML"
"4669","B","501","X","5","20","WR","enterococciCulturableMEI_CFUPer100ML"
"4670","B","501","X","10","199","WR","enterococciCulturableMEI_CFUPer100ML"
"4671","B","501","X","20","72","WR","enterococciCulturableMEI_CFUPer100ML"
"4672","B","501","X","30","27","WR","enterococciCulturableMEI_CFUPer100ML"
"4673","B","501","X","60","132","WR","enterococciCulturableMEI_CFUPer100ML"
"4674","B","501","X","T1","109","WR","enterococciCulturableMEI_CFUPer100ML"
"4675","B","107","C","5","60000","WR","enterococciCulturableMEI_CFUPer100ML"
"4676","B","107","C","10","284000","WR","enterococciCulturableMEI_CFUPer100ML"
"4677","B","107","C","20","39000","WR","enterococciCulturableMEI_CFUPer100ML"
"4678","B","107","C","30","11500","WR","enterococciCulturableMEI_CFUPer100ML"
"4679","B","107","C","60","4600","WR","enterococciCulturableMEI_CFUPer100ML"
"4680","B","107","C","T1","1450","WR","enterococciCulturableMEI_CFUPer100ML"
"4681","B","108","P","5","2900","WR","enterococciCulturableMEI_CFUPer100ML"
"4682","B","108","P","10","2300","WR","enterococciCulturableMEI_CFUPer100ML"
"4683","B","108","P","20","7650","WR","enterococciCulturableMEI_CFUPer100ML"
"4684","B","108","P","30","34000","WR","enterococciCulturableMEI_CFUPer100ML"
"4685","B","108","P","60","72000","WR","enterococciCulturableMEI_CFUPer100ML"
"4686","B","108","P","T1","26000","WR","enterococciCulturableMEI_CFUPer100ML"
"4687","B","209","C","5","1100","WR","enterococciCulturableMEI_CFUPer100ML"
"4688","B","209","C","10","4250","WR","enterococciCulturableMEI_CFUPer100ML"
"4689","B","209","C","20","3300","WR","enterococciCulturableMEI_CFUPer100ML"
"4690","B","209","C","30","60000","WR","enterococciCulturableMEI_CFUPer100ML"
"4691","B","209","C","60","5000","WR","enterococciCulturableMEI_CFUPer100ML"
"4692","B","209","C","T1","2000","WR","enterococciCulturableMEI_CFUPer100ML"
"4693","B","210","S","5","2","WR","enterococciCulturableMEI_CFUPer100ML"
"4694","B","210","S","10","600","WR","enterococciCulturableMEI_CFUPer100ML"
"4695","B","210","S","20","12","WR","enterococciCulturableMEI_CFUPer100ML"
"4696","B","210","S","30","600","WR","enterococciCulturableMEI_CFUPer100ML"
"4697","B","210","S","60","600","WR","enterococciCulturableMEI_CFUPer100ML"
"4698","B","210","S","T1","8","WR","enterococciCulturableMEI_CFUPer100ML"
"4699","B","111","S","5","810","WR","enterococciCulturableMEI_CFUPer100ML"
"4700","B","111","S","10","266","WR","enterococciCulturableMEI_CFUPer100ML"
"4701","B","111","S","20","70","WR","enterococciCulturableMEI_CFUPer100ML"
"4702","B","111","S","30","26","WR","enterococciCulturableMEI_CFUPer100ML"
"4703","B","111","S","60","237","WR","enterococciCulturableMEI_CFUPer100ML"
"4704","B","111","S","T1","38","WR","enterococciCulturableMEI_CFUPer100ML"
"4705","B","112","P","5","60000","WR","enterococciCulturableMEI_CFUPer100ML"
"4706","B","112","P","10","4000","WR","enterococciCulturableMEI_CFUPer100ML"
"4707","B","112","P","20","500","WR","enterococciCulturableMEI_CFUPer100ML"
"4708","B","112","P","30","3400","WR","enterococciCulturableMEI_CFUPer100ML"
"4709","B","112","P","60","14600","WR","enterococciCulturableMEI_CFUPer100ML"
"4710","B","112","P","T1","2800","WR","enterococciCulturableMEI_CFUPer100ML"
"4711","B","307","C","5","8900","WR","enterococciCulturableMEI_CFUPer100ML"
"4712","B","307","C","10","5850","WR","enterococciCulturableMEI_CFUPer100ML"
"4713","B","307","C","20","2600","WR","enterococciCulturableMEI_CFUPer100ML"
"4714","B","307","C","30","2850","WR","enterococciCulturableMEI_CFUPer100ML"
"4715","B","307","C","60","1000","WR","enterococciCulturableMEI_CFUPer100ML"
"4716","B","307","C","T1","1800","WR","enterococciCulturableMEI_CFUPer100ML"
"4717","B","308","X","5","360","WR","enterococciCulturableMEI_CFUPer100ML"
"4718","B","308","X","10","485","WR","enterococciCulturableMEI_CFUPer100ML"
"4719","B","308","X","20","100","WR","enterococciCulturableMEI_CFUPer100ML"
"4720","B","308","X","30","20","WR","enterococciCulturableMEI_CFUPer100ML"
"4721","B","308","X","60","232","WR","enterococciCulturableMEI_CFUPer100ML"
"4722","B","308","X","T1","530","WR","enterococciCulturableMEI_CFUPer100ML"
"4723","B","407","X","5","910","WR","enterococciCulturableMEI_CFUPer100ML"
"4724","B","407","X","10","1130","WR","enterococciCulturableMEI_CFUPer100ML"
"4725","B","407","X","20","410","WR","enterococciCulturableMEI_CFUPer100ML"
"4726","B","407","X","30","230","WR","enterococciCulturableMEI_CFUPer100ML"
"4727","B","407","X","60","120","WR","enterococciCulturableMEI_CFUPer100ML"
"4728","B","407","X","T1","240","WR","enterococciCulturableMEI_CFUPer100ML"
"4729","B","408","P","5","13800","WR","enterococciCulturableMEI_CFUPer100ML"
"4730","B","408","P","10","32000","WR","enterococciCulturableMEI_CFUPer100ML"
"4731","B","408","P","20","60000","WR","enterococciCulturableMEI_CFUPer100ML"
"4732","B","408","P","30","9000","WR","enterococciCulturableMEI_CFUPer100ML"
"4733","B","408","P","60","104000","WR","enterococciCulturableMEI_CFUPer100ML"
"4734","B","408","P","T1","61000","WR","enterococciCulturableMEI_CFUPer100ML"
"4735","B","106","P","5","24000","WR","enterococciCulturableMEI_CFUPer100ML"
"4736","B","106","P","10","41000","WR","enterococciCulturableMEI_CFUPer100ML"
"4737","B","106","P","20","30000","WR","enterococciCulturableMEI_CFUPer100ML"
"4738","B","106","P","30","40300","WR","enterococciCulturableMEI_CFUPer100ML"
"4739","B","106","P","60","10850","WR","enterococciCulturableMEI_CFUPer100ML"
"4740","B","106","P","T1","11800","WR","enterococciCulturableMEI_CFUPer100ML"
"4741","B","105","X","5","2180","WR","enterococciCulturableMEI_CFUPer100ML"
"4742","B","105","X","10","1545","WR","enterococciCulturableMEI_CFUPer100ML"
"4743","B","105","X","20","2710","WR","enterococciCulturableMEI_CFUPer100ML"
"4744","B","105","X","30","24","WR","enterococciCulturableMEI_CFUPer100ML"
"4745","B","105","X","60","258","WR","enterococciCulturableMEI_CFUPer100ML"
"4746","B","105","X","T1","10","WRC","enterococciCulturableMEI_CFUPer100ML"
"4747","B","503","C","5","500","WR","enterococciCulturableMEI_CFUPer100ML"
"4748","B","503","C","10","900","WR","enterococciCulturableMEI_CFUPer100ML"
"4749","B","503","C","20","900","WR","enterococciCulturableMEI_CFUPer100ML"
"4750","B","503","C","30","2300","WR","enterococciCulturableMEI_CFUPer100ML"
"4751","B","503","C","60","1900","WR","enterococciCulturableMEI_CFUPer100ML"
"4752","B","503","C","T1","1600","WR","enterococciCulturableMEI_CFUPer100ML"
"4753","B","504","X","5","940","WR","enterococciCulturableMEI_CFUPer100ML"
"4754","B","504","X","10","465","WR","enterococciCulturableMEI_CFUPer100ML"
"4755","B","504","X","20","1400","WR","enterococciCulturableMEI_CFUPer100ML"
"4756","B","504","X","30","2190","WR","enterococciCulturableMEI_CFUPer100ML"
"4757","B","504","X","60","3100","WR","enterococciCulturableMEI_CFUPer100ML"
"4758","B","504","X","T1","1190","WR","enterococciCulturableMEI_CFUPer100ML"
"4759","B","401","S","5","54","WR","enterococciCulturableMEI_CFUPer100ML"
"4760","B","401","S","10","2","WRC","enterococciCulturableMEI_CFUPer100ML"
"4761","B","401","S","20","108","WRC","enterococciCulturableMEI_CFUPer100ML"
"4762","B","401","S","30","120","WR","enterococciCulturableMEI_CFUPer100ML"
"4763","B","401","S","60","106","WRC","enterococciCulturableMEI_CFUPer100ML"
"4764","B","401","S","T1","110","WR","enterococciCulturableMEI_CFUPer100ML"
"4765","B","402","X","5","58","WR","enterococciCulturableMEI_CFUPer100ML"
"4766","B","402","X","10","91","WR","enterococciCulturableMEI_CFUPer100ML"
"4767","B","402","X","20","210","WRC","enterococciCulturableMEI_CFUPer100ML"
"4768","B","402","X","30","27","WRC","enterococciCulturableMEI_CFUPer100ML"
"4769","B","402","X","60","850","WR","enterococciCulturableMEI_CFUPer100ML"
"4770","B","402","X","T1","586","WR","enterococciCulturableMEI_CFUPer100ML"
"4771","B","201","P","5","53900","WRC","enterococciCulturableMEI_CFUPer100ML"
"4772","B","201","P","10","42000","WR","enterococciCulturableMEI_CFUPer100ML"
"4773","B","201","P","20","5600","WR","enterococciCulturableMEI_CFUPer100ML"
"4774","B","201","P","30","2500","WR","enterococciCulturableMEI_CFUPer100ML"
"4775","B","201","P","60","600","WRC","enterococciCulturableMEI_CFUPer100ML"
"4776","B","201","P","T1","500","WR","enterococciCulturableMEI_CFUPer100ML"
"4777","B","202","S","5","56","WR","enterococciCulturableMEI_CFUPer100ML"
"4778","B","202","S","10","83","WR","enterococciCulturableMEI_CFUPer100ML"
"4779","B","202","S","20","460","WR","enterococciCulturableMEI_CFUPer100ML"
"4780","B","202","S","30","202","WR","enterococciCulturableMEI_CFUPer100ML"
"4781","B","202","S","60","30","WR","enterococciCulturableMEI_CFUPer100ML"
"4782","B","202","S","T1","88","WR","enterococciCulturableMEI_CFUPer100ML"
"4783","B","403","C","5","860","WR","enterococciCulturableMEI_CFUPer100ML"
"4784","B","403","C","10","780","WR","enterococciCulturableMEI_CFUPer100ML"
"4785","B","403","C","20","740","WR","enterococciCulturableMEI_CFUPer100ML"
"4786","B","403","C","30","820","WR","enterococciCulturableMEI_CFUPer100ML"
"4787","B","403","C","60","540","WR","enterococciCulturableMEI_CFUPer100ML"
"4788","B","403","C","T1","580","WR","enterococciCulturableMEI_CFUPer100ML"
"4789","B","404","P","5","1215000","WRC","enterococciCulturableMEI_CFUPer100ML"
"4790","B","404","P","10","1505000","WRC","enterococciCulturableMEI_CFUPer100ML"
"4791","B","404","P","20","1590000","WRC","enterococciCulturableMEI_CFUPer100ML"
"4792","B","404","P","30","1040000","WRC","enterococciCulturableMEI_CFUPer100ML"
"4793","B","404","P","60","90000","WRC","enterococciCulturableMEI_CFUPer100ML"
"4794","B","404","P","T1","50000","WRC","enterococciCulturableMEI_CFUPer100ML"
"4795","B","409","C","5","540","WR","enterococciCulturableMEI_CFUPer100ML"
"4796","B","409","C","10","740","WR","enterococciCulturableMEI_CFUPer100ML"
"4797","B","409","C","20","820","WR","enterococciCulturableMEI_CFUPer100ML"
"4798","B","409","C","30","2200","WR","enterococciCulturableMEI_CFUPer100ML"
"4799","B","409","C","60","540","WR","enterococciCulturableMEI_CFUPer100ML"
"4800","B","409","C","T1","1100","WR","enterococciCulturableMEI_CFUPer100ML"
"4801","B","410","S","5","220","WR","enterococciCulturableMEI_CFUPer100ML"
"4802","B","410","S","10","1540","WR","enterococciCulturableMEI_CFUPer100ML"
"4803","B","410","S","20","600","WR","enterococciCulturableMEI_CFUPer100ML"
"4804","B","410","S","30","3180","WR","enterococciCulturableMEI_CFUPer100ML"
"4805","B","410","S","60","2480","WR","enterococciCulturableMEI_CFUPer100ML"
"4806","B","410","S","T1","1530","WR","enterococciCulturableMEI_CFUPer100ML"
"4807","B","109","C","5",NA,"ANP","enterococciQPCR_GU100ML"
"4808","B","109","C","10",NA,"ANP","enterococciQPCR_GU100ML"
"4809","B","109","C","20",NA,"ANP","enterococciQPCR_GU100ML"
"4810","B","109","C","30",NA,"ANP","enterococciQPCR_GU100ML"
"4811","B","109","C","60",NA,"ANP","enterococciQPCR_GU100ML"
"4812","B","109","C","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4813","B","110","X","5",NA,"ANP","enterococciQPCR_GU100ML"
"4814","B","110","X","10",NA,"ANP","enterococciQPCR_GU100ML"
"4815","B","110","X","20",NA,"ANP","enterococciQPCR_GU100ML"
"4816","B","110","X","30",NA,"ANP","enterococciQPCR_GU100ML"
"4817","B","110","X","60",NA,"ANP","enterococciQPCR_GU100ML"
"4818","B","110","X","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4819","B","101","S","5",NA,"ANP","enterococciQPCR_GU100ML"
"4820","B","101","S","10",NA,"ANP","enterococciQPCR_GU100ML"
"4821","B","101","S","20",NA,"ANP","enterococciQPCR_GU100ML"
"4822","B","101","S","30",NA,"ANP","enterococciQPCR_GU100ML"
"4823","B","101","S","60",NA,"ANP","enterococciQPCR_GU100ML"
"4824","B","101","S","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4825","B","102","P","5",NA,"ANP","enterococciQPCR_GU100ML"
"4826","B","102","P","10",NA,"ANP","enterococciQPCR_GU100ML"
"4827","B","102","P","20",NA,"ANP","enterococciQPCR_GU100ML"
"4828","B","102","P","30",NA,"ANP","enterococciQPCR_GU100ML"
"4829","B","102","P","60",NA,"ANP","enterococciQPCR_GU100ML"
"4830","B","102","P","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4831","B","203","P","5",NA,"ANP","enterococciQPCR_GU100ML"
"4832","B","203","P","10",NA,"ANP","enterococciQPCR_GU100ML"
"4833","B","203","P","20",NA,"ANP","enterococciQPCR_GU100ML"
"4834","B","203","P","30",NA,"ANP","enterococciQPCR_GU100ML"
"4835","B","203","P","60",NA,"ANP","enterococciQPCR_GU100ML"
"4836","B","203","P","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4837","B","204","X","5",NA,"ANP","enterococciQPCR_GU100ML"
"4838","B","204","X","10",NA,"ANP","enterococciQPCR_GU100ML"
"4839","B","204","X","20",NA,"ANP","enterococciQPCR_GU100ML"
"4840","B","204","X","30",NA,"ANP","enterococciQPCR_GU100ML"
"4841","B","204","X","60",NA,"ANP","enterococciQPCR_GU100ML"
"4842","B","204","X","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4843","B","205","C","5",NA,"ANP","enterococciQPCR_GU100ML"
"4844","B","205","C","10",NA,"ANP","enterococciQPCR_GU100ML"
"4845","B","205","C","20",NA,"ANP","enterococciQPCR_GU100ML"
"4846","B","205","C","30",NA,"ANP","enterococciQPCR_GU100ML"
"4847","B","205","C","60",NA,"ANP","enterococciQPCR_GU100ML"
"4848","B","205","C","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4849","B","206","P","5",NA,"ANP","enterococciQPCR_GU100ML"
"4850","B","206","P","10",NA,"ANP","enterococciQPCR_GU100ML"
"4851","B","206","P","20",NA,"ANP","enterococciQPCR_GU100ML"
"4852","B","206","P","30",NA,"ANP","enterococciQPCR_GU100ML"
"4853","B","206","P","60",NA,"ANP","enterococciQPCR_GU100ML"
"4854","B","206","P","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4855","B","405","X","5",NA,"ANP","enterococciQPCR_GU100ML"
"4856","B","405","X","10",NA,"ANP","enterococciQPCR_GU100ML"
"4857","B","405","X","20",NA,"ANP","enterococciQPCR_GU100ML"
"4858","B","405","X","30",NA,"ANP","enterococciQPCR_GU100ML"
"4859","B","405","X","60",NA,"ANP","enterococciQPCR_GU100ML"
"4860","B","405","X","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4861","B","406","S","5",NA,"ANP","enterococciQPCR_GU100ML"
"4862","B","406","S","10",NA,"ANP","enterococciQPCR_GU100ML"
"4863","B","406","S","20",NA,"ANP","enterococciQPCR_GU100ML"
"4864","B","406","S","30",NA,"ANP","enterococciQPCR_GU100ML"
"4865","B","406","S","60",NA,"ANP","enterococciQPCR_GU100ML"
"4866","B","406","S","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4867","B","411","S","5",NA,"ANP","enterococciQPCR_GU100ML"
"4868","B","411","S","10",NA,"ANP","enterococciQPCR_GU100ML"
"4869","B","411","S","20",NA,"ANP","enterococciQPCR_GU100ML"
"4870","B","411","S","30",NA,"ANP","enterococciQPCR_GU100ML"
"4871","B","411","S","60",NA,"ANP","enterococciQPCR_GU100ML"
"4872","B","411","S","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4873","B","412","C","5",NA,"ANP","enterococciQPCR_GU100ML"
"4874","B","412","C","10",NA,"ANP","enterococciQPCR_GU100ML"
"4875","B","412","C","20",NA,"ANP","enterococciQPCR_GU100ML"
"4876","B","412","C","30",NA,"ANP","enterococciQPCR_GU100ML"
"4877","B","412","C","60",NA,"ANP","enterococciQPCR_GU100ML"
"4878","B","412","C","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4879","B","502","S","5",NA,"ANP","enterococciQPCR_GU100ML"
"4880","B","502","S","10",NA,"ANP","enterococciQPCR_GU100ML"
"4881","B","502","S","20",NA,"ANP","enterococciQPCR_GU100ML"
"4882","B","502","S","30",NA,"ANP","enterococciQPCR_GU100ML"
"4883","B","502","S","60",NA,"ANP","enterococciQPCR_GU100ML"
"4884","B","502","S","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4885","B","501","X","5",NA,"ANP","enterococciQPCR_GU100ML"
"4886","B","501","X","10",NA,"ANP","enterococciQPCR_GU100ML"
"4887","B","501","X","20",NA,"ANP","enterococciQPCR_GU100ML"
"4888","B","501","X","30",NA,"ANP","enterococciQPCR_GU100ML"
"4889","B","501","X","60",NA,"ANP","enterococciQPCR_GU100ML"
"4890","B","501","X","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4891","B","107","C","5",NA,"ANP","enterococciQPCR_GU100ML"
"4892","B","107","C","10",NA,"ANP","enterococciQPCR_GU100ML"
"4893","B","107","C","20",NA,"ANP","enterococciQPCR_GU100ML"
"4894","B","107","C","30",NA,"ANP","enterococciQPCR_GU100ML"
"4895","B","107","C","60",NA,"ANP","enterococciQPCR_GU100ML"
"4896","B","107","C","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4897","B","108","P","5",NA,"ANP","enterococciQPCR_GU100ML"
"4898","B","108","P","10",NA,"ANP","enterococciQPCR_GU100ML"
"4899","B","108","P","20",NA,"ANP","enterococciQPCR_GU100ML"
"4900","B","108","P","30",NA,"ANP","enterococciQPCR_GU100ML"
"4901","B","108","P","60",NA,"ANP","enterococciQPCR_GU100ML"
"4902","B","108","P","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4903","B","209","C","5",NA,"ANP","enterococciQPCR_GU100ML"
"4904","B","209","C","10",NA,"ANP","enterococciQPCR_GU100ML"
"4905","B","209","C","20",NA,"ANP","enterococciQPCR_GU100ML"
"4906","B","209","C","30",NA,"ANP","enterococciQPCR_GU100ML"
"4907","B","209","C","60",NA,"ANP","enterococciQPCR_GU100ML"
"4908","B","209","C","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4909","B","210","S","5",NA,"ANP","enterococciQPCR_GU100ML"
"4910","B","210","S","10",NA,"ANP","enterococciQPCR_GU100ML"
"4911","B","210","S","20",NA,"ANP","enterococciQPCR_GU100ML"
"4912","B","210","S","30",NA,"ANP","enterococciQPCR_GU100ML"
"4913","B","210","S","60",NA,"ANP","enterococciQPCR_GU100ML"
"4914","B","210","S","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4915","B","111","S","5",NA,"ANP","enterococciQPCR_GU100ML"
"4916","B","111","S","10",NA,"ANP","enterococciQPCR_GU100ML"
"4917","B","111","S","20",NA,"ANP","enterococciQPCR_GU100ML"
"4918","B","111","S","30",NA,"ANP","enterococciQPCR_GU100ML"
"4919","B","111","S","60",NA,"ANP","enterococciQPCR_GU100ML"
"4920","B","111","S","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4921","B","112","P","5",NA,"ANP","enterococciQPCR_GU100ML"
"4922","B","112","P","10",NA,"ANP","enterococciQPCR_GU100ML"
"4923","B","112","P","20",NA,"ANP","enterococciQPCR_GU100ML"
"4924","B","112","P","30",NA,"ANP","enterococciQPCR_GU100ML"
"4925","B","112","P","60",NA,"ANP","enterococciQPCR_GU100ML"
"4926","B","112","P","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4927","B","307","C","5",NA,"ANP","enterococciQPCR_GU100ML"
"4928","B","307","C","10",NA,"ANP","enterococciQPCR_GU100ML"
"4929","B","307","C","20",NA,"ANP","enterococciQPCR_GU100ML"
"4930","B","307","C","30",NA,"ANP","enterococciQPCR_GU100ML"
"4931","B","307","C","60",NA,"ANP","enterococciQPCR_GU100ML"
"4932","B","307","C","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4933","B","308","X","5",NA,"ANP","enterococciQPCR_GU100ML"
"4934","B","308","X","10",NA,"ANP","enterococciQPCR_GU100ML"
"4935","B","308","X","20",NA,"ANP","enterococciQPCR_GU100ML"
"4936","B","308","X","30",NA,"ANP","enterococciQPCR_GU100ML"
"4937","B","308","X","60",NA,"ANP","enterococciQPCR_GU100ML"
"4938","B","308","X","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4939","B","407","X","5",NA,"ANP","enterococciQPCR_GU100ML"
"4940","B","407","X","10",NA,"ANP","enterococciQPCR_GU100ML"
"4941","B","407","X","20",NA,"ANP","enterococciQPCR_GU100ML"
"4942","B","407","X","30",NA,"ANP","enterococciQPCR_GU100ML"
"4943","B","407","X","60",NA,"ANP","enterococciQPCR_GU100ML"
"4944","B","407","X","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4945","B","408","P","5",NA,"ANP","enterococciQPCR_GU100ML"
"4946","B","408","P","10",NA,"ANP","enterococciQPCR_GU100ML"
"4947","B","408","P","20",NA,"ANP","enterococciQPCR_GU100ML"
"4948","B","408","P","30",NA,"ANP","enterococciQPCR_GU100ML"
"4949","B","408","P","60",NA,"ANP","enterococciQPCR_GU100ML"
"4950","B","408","P","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4951","B","106","P","5",NA,"ANP","enterococciQPCR_GU100ML"
"4952","B","106","P","10",NA,"ANP","enterococciQPCR_GU100ML"
"4953","B","106","P","20",NA,"ANP","enterococciQPCR_GU100ML"
"4954","B","106","P","30",NA,"ANP","enterococciQPCR_GU100ML"
"4955","B","106","P","60",NA,"ANP","enterococciQPCR_GU100ML"
"4956","B","106","P","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4957","B","105","X","5",NA,"ANP","enterococciQPCR_GU100ML"
"4958","B","105","X","10",NA,"ANP","enterococciQPCR_GU100ML"
"4959","B","105","X","20",NA,"ANP","enterococciQPCR_GU100ML"
"4960","B","105","X","30",NA,"ANP","enterococciQPCR_GU100ML"
"4961","B","105","X","60",NA,"ANP","enterococciQPCR_GU100ML"
"4962","B","105","X","T1",NA,"ANP","enterococciQPCR_GU100ML"
"4963","B","503","C","5",NA,"ANP","enterococciQPCR_GU100ML"
"4964","B","503","C","10",NA,"ANP","enterococciQPCR_GU100ML"
