"","PlotID","season","Source","ElapsedTimeSinceRunoffStarted_Minutes","data","detection level","method","day","week"
"3724","209","D","C","T2",NA,"ANP","asdf",2,1
"3725","209","B","C","30","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3726","209","B","C","30-T","156.6","BDL","Campylobacter_GUPer100ml",2,1
"3727","209","C","C","10","2419600","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3728","209","C","C","30-T1",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3729","209","B","C","10","244765","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3730","209","B","C","20","435200","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3731","209","D","C","T2","248667","WR","EColi0157SurrogateCulturable_CFUPer100ml",2,1
"3732","209","B","C","T2","100","BDL","CampylobactersppSimplatesCulturable_MPNPer100ml",2,1
"3733","209","C","C","T2",NA,"ANP","SalmonellaQPCR_GUPer100ml",2,1
"3734","209","B","C","T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,1
"3735","209","B","C","10",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3736","209","B","C","T2","0.4","WR","Giardia_CystsPer100ml",2,1
"3737","209","B","C","10","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3738","209","B","C","10","4250","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3739","209","C","C","15","0","ANP","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,1
"3740","209","D","C","T2",NA,"ANP","X",2,1
"3741","209","A","C","30-T","0","BDL","ClostridiumCulturable_TSCF_CFUPer100ml",2,1
"3742","209","B","C","T1",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3743","209","D","C","10","49000","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3744","209","D","C","30",NA,"ANP","X",2,1
"3745","209","D","C","T2",NA,"ANP","asdf",2,1
"3746","209","C","C","20","2419600","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3747","209","B","C","30-T","0","WR","ClostridiumCulturable_CFUPer100ml",2,1
"3748","209","C","C","30",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3749","209","B","C","5",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3750","209","D","C","30-T2","8.3","WR","Giardia_CystsPer100ml",2,1
"3751","209","C","C","15",NA,"ANP","Giardia_CystsPer100ml",2,1
"3752","209","D","C","30-T2",NA,"ANP","asdf",2,1
"3753","209","B","C","T2","145.8","BDL","EColiSTX2_GUPer100ml",2,1
"3754","209","C","C","30","1800","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3755","209","C","C","15",NA,"ANP","SalmonellaQPCR_GUPer100ml",2,1
"3756","209","D","C","20",NA,"ANP","X",2,1
"3757","209","D","C","T1","241960","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3758","209","C","C","T1",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3759","209","C","C","60",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3760","209","D","C","60",NA,"ANP","X",2,1
"3761","209","C","C","30-T2",NA,"ANP","Giardia_CystsPer100ml",2,1
"3762","209","B","C","5","2419600","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3763","209","D","C","20","226","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3764","209","C","C","T2","3","BDL","EColi0157Culturable_MPNPer100ml",2,1
"3765","209","B","C","T2","7859","BQL","SalmonellaQPCR_GUPer100ml",2,1
"3766","209","C","C","10",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3767","209","C","C","15","0","ANP","EColi0157Culturable_MPNPer100ml",2,1
"3768","209","A","C","T1","333020","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3769","209","D","C","10","306","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3770","209","B","C","T1","468365","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3771","209","B","C","60",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3772","209","C","C","30-T2",NA,"ANP","Campylobacter_GUPer100ml",2,1
"3773","209","B","C","T2","145.8","BDL","Campylobacter_GUPer100ml",2,1
"3774","209","D","C","T2","11.8","WR","Giardia_CystsPer100ml",2,1
"3775","209","D","C","T2","2300","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,1
"3776","209","C","C","T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,1
"3777","209","A","C","T2","4.9","WR","Giardia_CystsPer100ml",2,1
"3778","209","C","C","20",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3779","209","D","C","30-T2",NA,"ANP","X",2,1
"3780","209","D","C","30","241960","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3781","209","A","C","30","579400","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3782","209","A","C","30-T","2.3","BDL","Giardia_CystsPer100ml",2,1
"3783","209","A","C","T2","1913","BDL","EColiSTX2_GUPer100ml",2,1
"3784","209","C","C","15",NA,"ANP","Campylobacter_GUPer100ml",2,1
"3785","209","A","C","30-T","83","BDL","EColiSTX1_GUPer100ml",2,1
"3786","209","B","C","T2","4.4","WR","Crypto_OocystsPer100ml",2,1
"3787","209","D","C","T1",NA,"ANP","X",2,1
"3788","209","B","C","T2","0","WR","ClostridiumCulturable_CFUPer100ml",2,1
"3789","209","B","C","30-T","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,1
"3790","209","A","C","20","576845","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3791","209","C","C","30-T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,1
"3792","209","A","C","60","269910","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3793","209","D","C","30-T2","2100","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,1
"3794","209","C","C","T2",NA,"ANP","Campylobacter_GUPer100ml",2,1
"3795","210","A","S","10","1949.55","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3796","210","D","S","60","24196","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3797","210","B","S","60","30.75","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3798","210","A","S","T2","117","BDL","Ecoli_eae_GUPer100ml",2,1
"3799","210","C","S","30-T1","241960","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3800","210","C","S","30-T2",NA,"ANP","SalmonellaQPCR_GUPer100ml",2,1
"3801","210","A","S","T2","117","BDL","Campylobacter_GUPer100ml",2,1
"3802","210","D","S","T1","600.4","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3803","210","C","S","20","241960","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3804","210","C","S","T2",NA,"ANP","Ecoli_eae_GUPer100ml",2,1
"3805","210","C","S","30-T2","6944","WR","EColi0157SurrogateCulturable_CFUPer100ml",2,1
"3806","210","A","S","60","125.5","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3807","210","B","S","30-T","100","BDL","CampylobactersppSimplatesCulturable_MPNPer100ml",2,1
"3808","210","C","S","15",NA,"ANP","EColiSTX2_GUPer100ml",2,1
"3809","210","A","S","T1","31000","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3810","210","D","S","T1",NA,"ANP","X",2,1
"3811","210","D","S","20","24196","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3812","210","B","S","30-T","255.6","BDL","EColiSTX1_GUPer100ml",2,1
"3813","210","C","S","15",NA,"ANP","Ecoli_eae_GUPer100ml",2,1
"3814","210","C","S","30-T1","239.6","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3815","210","B","S","20","4839.2","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3816","210","C","S","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,1
"3817","210","A","S","5","165.2666667","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3818","210","D","S","T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,1
"3819","210","D","S","30-T1","977.3","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3820","210","C","S","15",NA,"ANP","SalmonellaQPCR_GUPer100ml",2,1
"3821","210","C","S","T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,1
"3822","210","C","S","10","241960","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3823","210","C","S","T2","9467","WR","EColi0157SurrogateCulturable_CFUPer100ml",2,1
"3824","210","B","S","30-T","90","WR","Crypto_OocystsPer100ml",2,1
"3825","210","A","S","10","397.1","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3826","210","C","S","5","241960","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3827","210","C","S","30","241960","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3828","210","B","S","T2","2300","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,1
"3829","210","D","S","30-T2","6","WR","EColi0157Culturable_MPNPer100ml",2,1
"3830","210","A","S","30","35000","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3831","210","C","S","15",NA,"ANP","CampylobacterCulturable_MPNPer100ml",2,1
"3832","210","B","S","5","2","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3833","210","C","S","T1","241960","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3834","210","C","S","30","376.2","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3835","210","D","S","T2",NA,"ANP","asdf",2,1
"3836","210","C","S","T2",NA,"ANP","EColiSTX2_GUPer100ml",2,1
"3837","210","D","S","30-T1","24196","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3838","210","D","S","T2",NA,"ANP","X",2,1
"3839","210","C","S","30-T2",NA,"ANP","EColiSTX2_GUPer100ml",2,1
"3840","210","B","S","30-T","3","BDL","CampylobacterCulturable_MPNPer100ml",2,1
"3841","210","D","S","30-T2",NA,"ANP","X",2,1
"3842","210","B","S","30","3972.6","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3843","210","C","S","T2","2300","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,1
"3844","210","B","S","T1","18.4","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3845","210","A","S","T2","0.41","BDL","EColi0157Culturable_MPNPer100ml",2,1
"3846","210","A","S","T2","2","BDL","Crypto_OocystsPer100ml",2,1
"3847","210","D","S","60",NA,"ANP","X",2,1
"3848","210","C","S","30-T2",NA,"ANP","Ecoli_eae_GUPer100ml",2,1
"3849","210","D","S","10",NA,"ANP","X",2,1
"3850","210","C","S","20","155","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3851","210","B","S","T2","147.6","BDL","EColiSTX1_GUPer100ml",2,1
"3852","210","B","S","30-T","130","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,1
"3853","210","C","S","T2",NA,"ANP","SalmonellaQPCR_GUPer100ml",2,1
"3854","210","A","S","5","1853.15","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3855","210","B","S","T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,1
"3856","210","D","S","30-T1","15600","WRC","enterococciCulturableMEI_CFUPer100ML",2,1
"3857","210","A","S","60","36000","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3858","210","B","S","5","19.23333333","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3859","210","D","S","T2","1100","WR","EColi0157Culturable_MPNPer100ml",2,1
"3860","210","C","S","30-T2","2","BDL","Crypto_OocystsPer100ml",2,1
"3861","210","D","S","30-T1",NA,"ANP","X",2,1
"3862","210","D","S","5","24196","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3863","210","D","S","T2",NA,"ANP","asdf",2,1
"3864","210","C","S","5","15100","WRC","enterococciCulturableMEI_CFUPer100ML",2,1
"3865","210","D","S","30-T2",NA,"ANP","X",2,1
"3866","210","A","S","T2","2.3","BDL","Giardia_CystsPer100ml",2,1
"3867","210","D","S","30","24196","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3868","210","B","S","10","13","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3869","210","D","S","10","11650","WRC","enterococciCulturableMEI_CFUPer100ML",2,1
"3870","210","B","S","20","22.85","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3871","210","B","S","10",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3872","210","D","S","T2","425.67","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,1
"3873","210","D","S","20",NA,"ANP","X",2,1
"3874","210","C","S","15",NA,"ANP","EColi0157SurrogateCulturable_CFUPer100ml",2,1
"3875","210","D","S","20","698.5","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3876","210","D","S","5","1060.8","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3877","210","D","S","30-T2","920000","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,1
"3878","210","D","S","T2",NA,"ANP","X",2,1
"3879","210","D","S","20","65000","WRC","enterococciCulturableMEI_CFUPer100ML",2,1
"3880","210","C","S","30-T2","20","WR","Giardia_CystsPer100ml",2,1
"3881","210","D","S","30-T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,1
"3882","210","D","S","30-T2","225","WR","Giardia_CystsPer100ml",2,1
"3883","210","A","S","T2",NA,"TNTC","ClostridiumCulturable_TSCF_CFUPer100ml",2,1
"3884","210","B","S","10","4839.2","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3885","210","B","S","5",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3886","210","B","S","30","30.9","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3887","210","D","S","30-T2","236.67","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,1
"3888","210","D","S","15","660","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,1
"3889","210","D","S","5",NA,"ANP","X",2,1
"3890","210","C","S","10","123.3","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3891","210","B","S","T2","147.6","BDL","EColiSTX2_GUPer100ml",2,1
"3892","210","B","S","30-T","255.6","BDL","EColiSTX2_GUPer100ml",2,1
"3893","210","A","S","30","549.25","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3894","210","B","S","T2","600","WR","Crypto_OocystsPer100ml",2,1
"3895","210","B","S","60",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3896","210","A","S","20","4839.2","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3897","210","A","S","T1","1986.3","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3898","210","C","S","30-T2","2300","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,1
"3899","210","D","S","30","13150","WRC","enterococciCulturableMEI_CFUPer100ML",2,1
"3900","210","C","S","30-T1",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3901","210","D","S","10","24196","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3902","210","B","S","T2","147.6","BDL","Campylobacter_GUPer100ml",2,1
"3903","210","C","S","30-T2","3","BDL","EColi0157Culturable_MPNPer100ml",2,1
"3904","210","C","S","T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,1
"3905","210","B","S","30-T","1","WR","ClostridiumCulturable_CFUPer100ml",2,1
"3906","210","D","S","T2","2300","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,1
"3907","210","B","S","T2","1","WR","ClostridiumCulturable_CFUPer100ml",2,1
"3908","210","D","S","30-T2","966.7","WR","Crypto_OocystsPer100ml",2,1
"3909","210","B","S","30-T","15496.2963","WR","EColi0157SurrogateCulturable_CFUPer100ml",2,1
"3910","210","A","S","T1","291.85","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3911","210","B","S","T2","11222.22222","WR","EColi0157SurrogateCulturable_CFUPer100ml",2,1
"3912","210","B","S","T2","3","BDL","EColi0157Culturable_MPNPer100ml",2,1
"3913","210","C","S","60","5100","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3914","210","D","S","30-T2",NA,"ANP","asdf",2,1
"3915","210","B","S","15","28","WR","ClostridiumCulturable_CFUPer100ml",2,1
"3916","210","D","S","10","1324.9","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3917","210","A","S","T2","117","BDL","SalmonellaQPCR_GUPer100ml",2,1
"3918","210","D","S","60","481.4","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3919","210","B","S","T1",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3920","210","B","S","60","735.9","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3921","210","C","S","15",NA,"ANP","Crypto_OocystsPer100ml",2,1
"3922","210","B","S","5","4839.2","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3923","210","D","S","T1","24196","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3924","210","C","S","60","241960","TNTC","TotalColiformsCulturableColilert_CFUPer100ml",2,1
"3925","210","C","S","T1","14900","WRC","enterococciCulturableMEI_CFUPer100ML",2,1
"3926","210","B","S","30-T","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,1
"3927","210","C","S","15","5.3","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,1
"3928","210","A","S","20","50000","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3929","210","D","S","30",NA,"ANP","X",2,1
"3930","210","B","S","T2","1.2","WR","Giardia_CystsPer100ml",2,1
"3931","210","D","S","T1","6700","WRC","enterococciCulturableMEI_CFUPer100ML",2,1
"3932","210","D","S","30-T2",NA,"ANP","asdf",2,1
"3933","210","B","S","30-T","256","BDL","Ecoli_eae_GUPer100ml",2,1
"3934","210","D","S","T2",NA,"ANP","asdf",2,1
"3935","210","D","S","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,1
"3936","210","C","S","T2","18","WR","Crypto_OocystsPer100ml",2,1
"3937","210","B","S","10","600","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3938","210","B","S","T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,1
"3939","210","B","S","T2","148","BDL","SalmonellaQPCR_GUPer100ml",2,1
"3940","210","A","S","T2","117","BDL","EColiSTX2_GUPer100ml",2,1
"3941","210","C","S","15","0","ANP","EColi0157Culturable_MPNPer100ml",2,1
"3942","210","A","S","T2","48","WR","CampylobacterCulturable_MPNPer100ml",2,1
"3943","210","A","S","T2","46.3","WR","ClostridiumCulturable_mCP_CFUPer100ml",2,1
"3944","210","C","S","15",NA,"ANP","Campylobacter_GUPer100ml",2,1
"3945","210","A","S","15","14.7","WR","ClostridiumCulturable_mCP_CFUPer100ml",2,1
"3946","210","D","S","30-T2",NA,"ANP","asdf",2,1
"3947","210","D","S","30-T2","30667","WR","EColi0157SurrogateCulturable_CFUPer100ml",2,1
"3948","210","C","S","T1",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3949","210","B","S","30",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3950","210","A","S","20","668.85","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3951","210","C","S","10","11350","WRC","enterococciCulturableMEI_CFUPer100ML",2,1
"3952","210","C","S","T2","18","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,1
"3953","210","B","S","30-T","3","BDL","EColi0157Culturable_MPNPer100ml",2,1
"3954","210","B","S","15","153","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,1
"3955","210","B","S","60","600","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3956","210","C","S","60",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3957","210","D","S","30","604.5","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3958","210","B","S","T1","418.35","WR","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3959","210","D","S","T2","3","BDL","CampylobacterCulturable_MPNPer100ml",2,1
"3960","210","D","S","60","9500","WRC","enterococciCulturableMEI_CFUPer100ML",2,1
"3961","210","A","S","15","43.3","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,1
"3962","210","A","S","30","4839.2","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3963","210","B","S","20",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3964","210","C","S","30",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3965","210","B","S","T2","100","BDL","CampylobactersppSimplatesCulturable_MPNPer100ml",2,1
"3966","210","C","S","T2",NA,"ANP","ClostridiumCulturable_CFUPer100ml",2,1
"3967","210","A","S","T2","586","BDL","EColiSTX1_GUPer100ml",2,1
"3968","210","A","S","60","4839.2","TNTC","TotalColiformsCulturableColilert_MPNPer100ml",2,1
"3969","210","B","S","30-T","0.2","WR","Giardia_CystsPer100ml",2,1
"3970","210","C","S","20",NA,"ANP","enterococciQPCR_GU100ML",2,1
"3971","210","C","S","15",NA,"ANP","ClostridiumCulturable_CFUPer100ml",2,1
"3972","210","C","S","30-T2",NA,"ANP","ClostridiumCulturable_CFUPer100ml",2,1
"3973","210","D","S","T2","30000","WR","EColi0157SurrogateCulturable_CFUPer100ml",2,1
"3974","210","C","S","T2",NA,"ANP","EColiSTX1_GUPer100ml",2,1
"3975","210","C","S","15","0","ANP","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,1
"3976","210","D","S","T2","229.8","WR","Giardia_CystsPer100ml",2,1
"3977","210","C","S","5","101.2","WR","EColiCulturableColilert_MPNPer100ML",2,1
"3978","210","B","S","20","12","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3979","210","B","S","30-T","255.6","BDL","Campylobacter_GUPer100ml",2,1
"3980","210","C","S","30-T2",NA,"ANP","Campylobacter_GUPer100ml",2,1
"3981","210","C","S","T2","3","BDL","EColi0157Culturable_MPNPer100ml",2,1
"3982","210","B","S","T2","148","BDL","Ecoli_eae_GUPer100ml",2,1
"3983","210","A","S","T2","0.41","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,1
"3984","210","A","S","5","36000","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3985","210","C","S","T2",NA,"ANP","Campylobacter_GUPer100ml",2,1
"3986","210","C","S","30-T1","25000","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3987","210","D","S","T2","1364.9","WR","Crypto_OocystsPer100ml",2,1
"3988","210","C","S","30-T2",NA,"ANP","EColiSTX1_GUPer100ml",2,1
"3989","210","C","S","15",NA,"ANP","Giardia_CystsPer100ml",2,1
"3990","210","C","S","T2","2.43902439","WR","Giardia_CystsPer100ml",2,1
"3991","210","C","S","30-T2","18","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,1
"3992","210","B","S","T2","130","WR","ClostridiumCulturable_TSCF_CFUPer100ml",2,1
"3993","210","B","S","30-T","15000","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",2,1
"3994","210","C","S","15",NA,"ANP","EColiSTX1_GUPer100ml",2,1
"3995","210","A","S","10","16000","WRC","enterococciCulturableMEI_CFUPer100ML",2,1
"3996","210","C","S","15",NA,"ANP","SalmonellaCulturableWildType_MPNPer100ml",2,1
"3997","210","B","S","T1","8","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3998","210","D","S","5","32000","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"3999","210","C","S","10",NA,"ANP","enterococciQPCR_GU100ML",2,1
"4000","210","B","S","30","600","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"4001","210","C","S","30","11800","WRC","enterococciCulturableMEI_CFUPer100ML",2,1
"4002","210","B","S","30-T","256","BDL","SalmonellaQPCR_GUPer100ml",2,1
"4003","210","C","S","30-T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",2,1
"4004","210","C","S","20","20500","WR","enterococciCulturableMEI_CFUPer100ML",2,1
"4005","210","C","S","5",NA,"ANP","enterococciQPCR_GU100ML",2,1
"4006","210","C","S","60","296.7","WR","EColiCulturableColilert_MPNPer100ML",2,1
"4007","210","C","S","T1","286.4","WR","EColiCulturableColilert_MPNPer100ML",2,1
"4008","307","B","C","T1","1800","WR","enterococciCulturableMEI_CFUPer100ML",3,1
"4009","307","D","C","30","4445.5","WR","EColiCulturableColilert_MPNPer100ML",3,1
"4010","307","D","C","20","4817","WR","EColiCulturableColilert_MPNPer100ML",3,1
"4011","307","A","C","T2","3","BDL","Crypto_OocystsPer100ml",3,1
"4012","307","C","C","30-T2","3","BDL","CampylobacterCulturable_MPNPer100ml",3,1
"4013","307","D","C","30-T2","24000","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",3,1
"4014","307","C","C","T2",NA,"ANP","EColiSTX2_GUPer100ml",3,1
"4015","307","A","C","30-T","117","BDL","Ecoli_eae_GUPer100ml",3,1
"4016","307","D","C","30-T2",NA,"ANP","X",3,1
"4017","307","D","C","T2","428333","WR","EColi0157SurrogateCulturable_CFUPer100ml",3,1
"4018","307","A","C","T2","79","BDL","SalmonellaQPCR_GUPer100ml",3,1
"4019","307","C","C","30-T2",NA,"ANP","EColiSTX2_GUPer100ml",3,1
"4020","307","A","C","30-T","0.41","BDL","EColi0157Culturable_MPNPer100ml",3,1
"4021","307","B","C","T2","294.4986","BDL","EColiSTX2_GUPer100ml",3,1
"4022","307","B","C","T2","126","BDL","EColiSTX1_GUPer100ml",3,1
"4023","307","D","C","T2",NA,"ANP","X",3,1
"4024","307","C","C","15",NA,"ANP","Ecoli_eae_GUPer100ml",3,1
"4025","307","B","C","5","215063.3333","WR","EColiCulturableColilert_MPNPer100ML",3,1
"4026","307","B","C","T2","15000","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",3,1
"4027","307","A","C","T1","2419600","WR","TotalColiformsCulturableColilert_MPNPer100ml",3,1
"4028","307","C","C","15",NA,"ANP","EColiSTX2_GUPer100ml",3,1
"4029","307","D","C","30-T2",NA,"ANP","asdf",3,1
"4030","307","D","C","T2","4300","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",3,1
"4031","307","C","C","T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",3,1
"4032","307","C","C","T2","4.28571429","WR","Giardia_CystsPer100ml",3,1
"4033","307","A","C","T2","79","BDL","Ecoli_eae_GUPer100ml",3,1
"4034","307","A","C","60","1299700","WR","TotalColiformsCulturableColilert_MPNPer100ml",3,1
"4035","307","D","C","30-T2",NA,"ANP","asdf",3,1
"4036","307","C","C","30-T2","920","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",3,1
"4037","307","C","C","T2","730","WR","SalmonellaCulturableSurrogate_strain3895_MPNPer100ml",3,1
"4038","307","B","C","30-T","715.2109783","BDL","EColiSTX2_GUPer100ml",3,1
"4039","307","C","C","30-T2","5.71428571","WR","Giardia_CystsPer100ml",3,1
"4040","307","A","C","15","0.3","WR","ClostridiumCulturable_mCP_CFUPer100ml",3,1
"4041","307","B","C","T2","8355","BQL","SalmonellaQPCR_GUPer100ml",3,1
"4042","307","C","C","30-T2","9","WR","SalmonellaCulturableWildType_MPNPer100ml",3,1
"4043","307","B","C","T1","258730","WR","TotalColiformsCulturableColilert_MPNPer100ml",3,1
"4044","307","D","C","10","4260.5","WR","EColiCulturableColilert_MPNPer100ML",3,1
"4045","307","D","C","T1",NA,"ANP","X",3,1
"4046","307","B","C","20","187345","WR","EColiCulturableColilert_MPNPer100ML",3,1
"4047","307","D","C","T2","3","BDL","SalmonellaCulturableWildType_MPNPer100ml",3,1
"4048","307","C","C","T2","3","BDL","CampylobacterCulturable_MPNPer100ml",3,1
"4049","307","B","C","15","5","WR","ClostridiumCulturable_CFUPer100ml",3,1
"4050","307","B","C","10","5850","WR","enterococciCulturableMEI_CFUPer100ML",3,1
