"","proxy","week","PlotID","season","method","Source","detectionfreq1","type of mictobes","analysis type","names of microbes","day"
"518","2668.80952381429","0","406","C","EColiCulturableColilert_MPNPer100ML","S","7/1808",NA,NA,NA,"3"
"519","406.428571428571","0","411","C","EColiCulturableColilert_MPNPer100ML","S","6/1815",NA,NA,NA,"3"
"520","105.5","1","111","C","EColiCulturableColilert_MPNPer100ML","S","7/1822",NA,NA,NA,"2"
"521","225.485714285714","1","210","C","EColiCulturableColilert_MPNPer100ML","S","7/1829",NA,NA,NA,"2"
"522","859.271428571429","1","502","C","EColiCulturableColilert_MPNPer100ML","S","7/1836",NA,NA,NA,"1"
"523","92.1857142857143","2","202","C","EColiCulturableColilert_MPNPer100ML","S","7/1843",NA,NA,NA,"2"
"524","136.597619042857","2","401","C","EColiCulturableColilert_MPNPer100ML","S","7/1850",NA,NA,NA,"2"
"525","159.985714285714","2","410","C","EColiCulturableColilert_MPNPer100ML","S","7/1857",NA,NA,NA,"3"
"526","2011.19047614286","0","101","D","EColiCulturableColilert_MPNPer100ML","S","7/1864",NA,NA,NA,"1"
"527","832.809523814286","0","406","D","EColiCulturableColilert_MPNPer100ML","S","7/1871",NA,NA,NA,"3"
"528","101.357142857143","0","411","D","EColiCulturableColilert_MPNPer100ML","S","7/1878",NA,NA,NA,"3"
"529","869.557142857143","1","111","D","EColiCulturableColilert_MPNPer100ML","S","7/1885",NA,NA,NA,"2"
"530","821.114285714286","1","210","D","EColiCulturableColilert_MPNPer100ML","S","7/1892",NA,NA,NA,"2"
"531","162.557142857143","1","502","D","EColiCulturableColilert_MPNPer100ML","S","7/1899",NA,NA,NA,"1"
"532","590.1","2","202","D","EColiCulturableColilert_MPNPer100ML","S","7/1906",NA,NA,NA,"2"
"533","861.9047619","2","401","D","EColiCulturableColilert_MPNPer100ML","S","7/1913",NA,NA,NA,"2"
"534","263.019047614286","2","410","D","EColiCulturableColilert_MPNPer100ML","S","7/1920",NA,NA,NA,"3"
"535","1.5","0","101","A","CampylobacterCulturable_MPNPer100ml","S","0/1922",NA,NA,NA,"1"
"536","1.5","0","406","A","CampylobacterCulturable_MPNPer100ml","S","0/1924",NA,NA,NA,"3"
"537","9.2","0","411","A","CampylobacterCulturable_MPNPer100ml","S","1/1925",NA,NA,NA,"3"
"538","3.45","1","111","A","CampylobacterCulturable_MPNPer100ml","S","2/1927",NA,NA,NA,"2"
"539","48","1","210","A","CampylobacterCulturable_MPNPer100ml","S","1/1928",NA,NA,NA,"2"
"540","1.26","1","502","A","CampylobacterCulturable_MPNPer100ml","S","2/1930",NA,NA,NA,"1"
"541","4.7","2","202","A","CampylobacterCulturable_MPNPer100ml","S","2/1932",NA,NA,NA,"2"
"542","1.7","2","401","A","CampylobacterCulturable_MPNPer100ml","S","2/1934",NA,NA,NA,"2"
"543","0.16","2","410","A","CampylobacterCulturable_MPNPer100ml","S","0/1936",NA,NA,NA,"3"
"544","1.5","0","101","B","CampylobacterCulturable_MPNPer100ml","S","0/1938",NA,NA,NA,"1"
"545","1.5","0","406","B","CampylobacterCulturable_MPNPer100ml","S","0/1940",NA,NA,NA,"3"
"546","1.5","0","411","B","CampylobacterCulturable_MPNPer100ml","S","0/1942",NA,NA,NA,"3"
"547","1.5","1","111","B","CampylobacterCulturable_MPNPer100ml","S","0/1944",NA,NA,NA,"2"
"548","1.5","1","210","B","CampylobacterCulturable_MPNPer100ml","S","0/1946",NA,NA,NA,"2"
"549","1.5","1","502","B","CampylobacterCulturable_MPNPer100ml","S","0/1948",NA,NA,NA,"1"
"550","1.5","2","202","B","CampylobacterCulturable_MPNPer100ml","S","0/1950",NA,NA,NA,"2"
"551","1.5","2","401","B","CampylobacterCulturable_MPNPer100ml","S","0/1952",NA,NA,NA,"2"
"552","1.5","2","410","B","CampylobacterCulturable_MPNPer100ml","S","0/1954",NA,NA,NA,"3"
"553","1.5","0","101","C","CampylobacterCulturable_MPNPer100ml","S","0/1956",NA,NA,NA,"1"
"554","1.5","0","406","C","CampylobacterCulturable_MPNPer100ml","S","0/1958",NA,NA,NA,"3"
"555","1.5","0","411","C","CampylobacterCulturable_MPNPer100ml","S","0/1960",NA,NA,NA,"3"
"556","1.5","1","111","C","CampylobacterCulturable_MPNPer100ml","S","0/1962",NA,NA,NA,"2"
"557","1.5","1","210","C","CampylobacterCulturable_MPNPer100ml","S","0/1964",NA,NA,NA,"2"
"558","1.5","1","502","C","CampylobacterCulturable_MPNPer100ml","S","0/1966",NA,NA,NA,"1"
"559","1.5","2","202","C","CampylobacterCulturable_MPNPer100ml","S","0/1968",NA,NA,NA,"2"
"560","1.5","2","401","C","CampylobacterCulturable_MPNPer100ml","S","0/1970",NA,NA,NA,"2"
"561","1.5","2","410","C","CampylobacterCulturable_MPNPer100ml","S","0/1972",NA,NA,NA,"3"
"562","1.5","0","101","D","CampylobacterCulturable_MPNPer100ml","S","0/1974",NA,NA,NA,"1"
"563","1.5","0","406","D","CampylobacterCulturable_MPNPer100ml","S","0/1976",NA,NA,NA,"3"
"564","1.5","0","411","D","CampylobacterCulturable_MPNPer100ml","S","0/1978",NA,NA,NA,"3"
"565","1.5","1","111","D","CampylobacterCulturable_MPNPer100ml","S","0/1980",NA,NA,NA,"2"
"566","1.5","1","210","D","CampylobacterCulturable_MPNPer100ml","S","0/1982",NA,NA,NA,"2"
"567","1.5","1","502","D","CampylobacterCulturable_MPNPer100ml","S","0/1984",NA,NA,NA,"1"
"568","1.5","2","202","D","CampylobacterCulturable_MPNPer100ml","S","0/1986",NA,NA,NA,"2"
"569","1.5","2","401","D","CampylobacterCulturable_MPNPer100ml","S","0/1988",NA,NA,NA,"2"
"570","1.5","2","410","D","CampylobacterCulturable_MPNPer100ml","S","0/1989",NA,NA,NA,"3"
"571","625","0","101","A","enterococciCulturableMEI_CFUPer100ML","S","4/1993",NA,NA,NA,"1"
"572","3075","0","406","A","enterococciCulturableMEI_CFUPer100ML","S","6/1999",NA,NA,NA,"3"
"573","400","0","411","A","enterococciCulturableMEI_CFUPer100ML","S","6/2005",NA,NA,NA,"3"
"574","23625","1","111","A","enterococciCulturableMEI_CFUPer100ML","S","6/2011",NA,NA,NA,"2"
"575","34000","1","210","A","enterococciCulturableMEI_CFUPer100ML","S","6/2017",NA,NA,NA,"2"
"576","11508.3333333333","1","502","A","enterococciCulturableMEI_CFUPer100ML","S","6/2023",NA,NA,NA,"1"
"577","48233.3333333333","2","202","A","enterococciCulturableMEI_CFUPer100ML","S","6/2029",NA,NA,NA,"2"
"578","70666.6666666667","2","401","A","enterococciCulturableMEI_CFUPer100ML","S","6/2035",NA,NA,NA,"2"
"579","60000","2","410","A","enterococciCulturableMEI_CFUPer100ML","S","5/2040",NA,NA,NA,"3"
"580","0.25","0","101","B","enterococciCulturableMEI_CFUPer100ML","S","0/2046",NA,NA,NA,"1"
"581","133.375","0","406","B","enterococciCulturableMEI_CFUPer100ML","S","5/2052",NA,NA,NA,"3"
"582","172.5","0","411","B","enterococciCulturableMEI_CFUPer100ML","S","6/2058",NA,NA,NA,"3"
"583","241.166666666667","1","111","B","enterococciCulturableMEI_CFUPer100ML","S","6/2064",NA,NA,NA,"2"
"584","303.666666666667","1","210","B","enterococciCulturableMEI_CFUPer100ML","S","6/2070",NA,NA,NA,"2"
"585","33.75","1","502","B","enterococciCulturableMEI_CFUPer100ML","S","4/2076",NA,NA,NA,"1"
"586","153.166666666667","2","202","B","enterococciCulturableMEI_CFUPer100ML","S","6/2082",NA,NA,NA,"2"
"587","83.3333333333333","2","401","B","enterococciCulturableMEI_CFUPer100ML","S","6/2088",NA,NA,NA,"2"
"588","1591.66666666667","2","410","B","enterococciCulturableMEI_CFUPer100ML","S","6/2094",NA,NA,NA,"3"
"589","14909.52381","0","101","C","enterococciCulturableMEI_CFUPer100ML","S","7/2101",NA,NA,NA,"1"
"590","17221.4285724286","0","406","C","enterococciCulturableMEI_CFUPer100ML","S","7/2108",NA,NA,NA,"3"
"591","50092.8571428571","0","411","C","enterococciCulturableMEI_CFUPer100ML","S","7/2115",NA,NA,NA,"3"
"592","5650","1","111","C","enterococciCulturableMEI_CFUPer100ML","S","7/2122",NA,NA,NA,"2"
"593","14821.4285714286","1","210","C","enterococciCulturableMEI_CFUPer100ML","S","7/2129",NA,NA,NA,"2"
"594","13678.5714285714","1","502","C","enterococciCulturableMEI_CFUPer100ML","S","7/2136",NA,NA,NA,"1"
"595","3978.57142857143","2","202","C","enterococciCulturableMEI_CFUPer100ML","S","7/2143",NA,NA,NA,"2"
"596","57642.8571428571","2","401","C","enterococciCulturableMEI_CFUPer100ML","S","7/2150",NA,NA,NA,"2"
"597","7507.14285714286","2","410","C","enterococciCulturableMEI_CFUPer100ML","S","7/2157",NA,NA,NA,"3"
"598","24123.8095242857","0","101","D","enterococciCulturableMEI_CFUPer100ML","S","7/2164",NA,NA,NA,"1"
"599","11692.8571428571","0","406","D","enterococciCulturableMEI_CFUPer100ML","S","7/2171",NA,NA,NA,"3"
"600","10878.5714285714","0","411","D","enterococciCulturableMEI_CFUPer100ML","S","7/2178",NA,NA,NA,"3"
"601","3942.85714285714","1","111","D","enterococciCulturableMEI_CFUPer100ML","S","7/2185",NA,NA,NA,"2"
"602","21942.8571428571","1","210","D","enterococciCulturableMEI_CFUPer100ML","S","7/2192",NA,NA,NA,"2"
"603","6342.85714285714","1","502","D","enterococciCulturableMEI_CFUPer100ML","S","7/2199",NA,NA,NA,"1"
"604","6428.57142857143","2","202","D","enterococciCulturableMEI_CFUPer100ML","S","7/2206",NA,NA,NA,"2"
"605","48428.5714285714","2","401","D","enterococciCulturableMEI_CFUPer100ML","S","7/2213",NA,NA,NA,"2"
"606","57857.1428571429","2","410","D","enterococciCulturableMEI_CFUPer100ML","S","7/2220",NA,NA,NA,"3"
"607","1.35","0","101","A","Giardia_CystsPer100ml","S","0/2222",NA,NA,NA,"1"
"608","1.225","0","406","A","Giardia_CystsPer100ml","S","0/2224",NA,NA,NA,"3"
"609","1.05","0","411","A","Giardia_CystsPer100ml","S","0/2225",NA,NA,NA,"3"
"610","1.1","1","111","A","Giardia_CystsPer100ml","S","0/2227",NA,NA,NA,"2"
"611","1.15","1","210","A","Giardia_CystsPer100ml","S","0/2228",NA,NA,NA,"2"
"612","1.1","1","502","A","Giardia_CystsPer100ml","S","0/2230",NA,NA,NA,"1"
"613","1.25","2","202","A","Giardia_CystsPer100ml","S","0/2232",NA,NA,NA,"2"
"614","1.225","2","401","A","Giardia_CystsPer100ml","S","0/2234",NA,NA,NA,"2"
"615","2.125","2","410","A","Giardia_CystsPer100ml","S","1/2236",NA,NA,NA,"3"
"616","628.125","0","101","B","Giardia_CystsPer100ml","S","2/2238",NA,NA,NA,"1"
"617","45.9375","0","406","B","Giardia_CystsPer100ml","S","2/2240",NA,NA,NA,"3"
"618","56.813155","0","411","B","Giardia_CystsPer100ml","S","2/2242",NA,NA,NA,"3"
"619","3","1","111","B","Giardia_CystsPer100ml","S","2/2244",NA,NA,NA,"2"
"620","0.7","1","210","B","Giardia_CystsPer100ml","S","2/2246",NA,NA,NA,"2"
"621","0.9","1","502","B","Giardia_CystsPer100ml","S","2/2248",NA,NA,NA,"1"
"622","0.338095","2","202","B","Giardia_CystsPer100ml","S","2/2250",NA,NA,NA,"2"
"623","0.16095","2","401","B","Giardia_CystsPer100ml","S","2/2252",NA,NA,NA,"2"
"624","0.147435","2","410","B","Giardia_CystsPer100ml","S","2/2254",NA,NA,NA,"3"
"625","114.41602993","0","101","C","Giardia_CystsPer100ml","S","2/2256",NA,NA,NA,"1"
"626","1944.4444445","0","406","C","Giardia_CystsPer100ml","S","2/2258",NA,NA,NA,"3"
"627","762.275449","0","411","C","Giardia_CystsPer100ml","S","1/2260",NA,NA,NA,"3"
"628","15","1","111","C","Giardia_CystsPer100ml","S","2/2262",NA,NA,NA,"2"
"629","11.219512195","1","210","C","Giardia_CystsPer100ml","S","2/2264",NA,NA,NA,"2"
"630","10.66666667","1","502","C","Giardia_CystsPer100ml","S","1/2265",NA,NA,NA,"1"
"631","64.17647059","2","202","C","Giardia_CystsPer100ml","S","2/2267",NA,NA,NA,"2"
"632","142.85714285","2","401","C","Giardia_CystsPer100ml","S","2/2269",NA,NA,NA,"2"
"633","2.8125","2","410","C","Giardia_CystsPer100ml","S","1/2271",NA,NA,NA,"3"
"634","23500","0","101","D","Giardia_CystsPer100ml","S","2/2273",NA,NA,NA,"1"
"635","18500","0","406","D","Giardia_CystsPer100ml","S","2/2275",NA,NA,NA,"3"
"636","32.3","0","411","D","Giardia_CystsPer100ml","S","2/2277",NA,NA,NA,"3"
"637","165.3","1","111","D","Giardia_CystsPer100ml","S","2/2279",NA,NA,NA,"2"
"638","227.4","1","210","D","Giardia_CystsPer100ml","S","2/2281",NA,NA,NA,"2"
"639","1515.15","1","502","D","Giardia_CystsPer100ml","S","2/2283",NA,NA,NA,"1"
"640","731.05","2","202","D","Giardia_CystsPer100ml","S","2/2285",NA,NA,NA,"2"
"641","171.95","2","401","D","Giardia_CystsPer100ml","S","2/2287",NA,NA,NA,"2"
"642","25","2","410","D","Giardia_CystsPer100ml","S","1/2288",NA,NA,NA,"3"
"643","48","0","101","A","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2291",NA,NA,NA,"1"
"644","243.333333333333","0","406","A","ClostridiumCulturable_TSCF_CFUPer100ml","S","2/2294",NA,NA,NA,"3"
"645","58.85","0","411","A","ClostridiumCulturable_TSCF_CFUPer100ml","S","2/2296",NA,NA,NA,"3"
"646","62.2","1","111","A","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2299",NA,NA,NA,"2"
"647","43.3","1","210","A","ClostridiumCulturable_TSCF_CFUPer100ml","S","1/2300",NA,NA,NA,"2"
"648","99.3333333333333","1","502","A","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2303",NA,NA,NA,"1"
"649","138","2","202","A","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2306",NA,NA,NA,"2"
"650","68.1","2","401","A","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2309",NA,NA,NA,"2"
"651","88.7666666666667","2","410","A","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2312",NA,NA,NA,"3"
"652","463.333333333333","0","101","B","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2315",NA,NA,NA,"1"
"653","1900","0","406","B","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2318",NA,NA,NA,"3"
"654","745.333333333333","0","411","B","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2321",NA,NA,NA,"3"
"655","191.666666666667","1","111","B","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2324",NA,NA,NA,"2"
"656","137.666666666667","1","210","B","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2327",NA,NA,NA,"2"
"657","53.6666666666667","1","502","B","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2330",NA,NA,NA,"1"
"658","122.666666666667","2","202","B","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2333",NA,NA,NA,"2"
"659","388","2","401","B","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2336",NA,NA,NA,"2"
"660","83","2","410","B","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2339",NA,NA,NA,"3"
"661","163.333333333333","0","101","C","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2342",NA,NA,NA,"1"
"662","836.666666666667","0","406","C","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2345",NA,NA,NA,"3"
"663","124.333333333333","0","411","C","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2348",NA,NA,NA,"3"
"664","0.433333333333333","1","111","C","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2351",NA,NA,NA,"2"
"665","13.7666666666667","1","210","C","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2354",NA,NA,NA,"2"
"666","24","1","502","C","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2357",NA,NA,NA,"1"
"667","46.6666666666667","2","202","C","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2360",NA,NA,NA,"2"
"668","18.6333333333333","2","410","C","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2363",NA,NA,NA,"3"
"669","791.556666666667","0","101","D","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2366",NA,NA,NA,"1"
"670","544.22","0","406","D","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2369",NA,NA,NA,"3"
"671","220.11","0","411","D","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2372",NA,NA,NA,"3"
"672","116.223333333333","1","111","D","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2375",NA,NA,NA,"2"
"673","440.78","1","210","D","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2378",NA,NA,NA,"2"
"674","227.666666666667","1","502","D","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2381",NA,NA,NA,"1"
"675","342.666666666667","2","202","D","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2384",NA,NA,NA,"2"
"676","1015.33333333333","2","401","D","ClostridiumCulturable_TSCF_CFUPer100ml","S","3/2387",NA,NA,NA,"2"
"677","14.735","2","410","D","ClostridiumCulturable_TSCF_CFUPer100ml","S","2/2389",NA,NA,NA,"3"
"678","1.5","0","101","A","Crypto_OocystsPer100ml","S","0/2391",NA,NA,NA,"1"
"679","1.25","0","406","A","Crypto_OocystsPer100ml","S","0/2393",NA,NA,NA,"3"
"680","1","0","411","A","Crypto_OocystsPer100ml","S","0/2394",NA,NA,NA,"3"
"681","1","1","111","A","Crypto_OocystsPer100ml","S","0/2396",NA,NA,NA,"2"
"682","1","1","210","A","Crypto_OocystsPer100ml","S","0/2397",NA,NA,NA,"2"
"683","1","1","502","A","Crypto_OocystsPer100ml","S","0/2399",NA,NA,NA,"1"
"684","1.5","2","202","A","Crypto_OocystsPer100ml","S","0/2401",NA,NA,NA,"2"
"685","1.25","2","401","A","Crypto_OocystsPer100ml","S","0/2403",NA,NA,NA,"2"
"686","1.5","2","410","A","Crypto_OocystsPer100ml","S","0/2405",NA,NA,NA,"3"
"687","40937.5","0","101","B","Crypto_OocystsPer100ml","S","2/2407",NA,NA,NA,"1"
"688","35343.75","0","406","B","Crypto_OocystsPer100ml","S","2/2409",NA,NA,NA,"3"
"689","4803.153","0","411","B","Crypto_OocystsPer100ml","S","2/2411",NA,NA,NA,"3"
"690","1835","1","111","B","Crypto_OocystsPer100ml","S","2/2413",NA,NA,NA,"2"
"691","345","1","210","B","Crypto_OocystsPer100ml","S","2/2415",NA,NA,NA,"2"
"692","325","1","502","B","Crypto_OocystsPer100ml","S","2/2417",NA,NA,NA,"1"
"693","525","2","202","B","Crypto_OocystsPer100ml","S","2/2419",NA,NA,NA,"2"
"694","265","2","401","B","Crypto_OocystsPer100ml","S","2/2421",NA,NA,NA,"2"
"695","145","2","410","B","Crypto_OocystsPer100ml","S","2/2423",NA,NA,NA,"3"
"696","14666.6665","0","101","C","Crypto_OocystsPer100ml","S","2/2425",NA,NA,NA,"1"
"697","7777.778","0","406","C","Crypto_OocystsPer100ml","S","2/2427",NA,NA,NA,"3"
"698","332.2835","0","411","C","Crypto_OocystsPer100ml","S","2/2429",NA,NA,NA,"3"
"699","52.5","1","111","C","Crypto_OocystsPer100ml","S","2/2431",NA,NA,NA,"2"
"700","9.5","1","210","C","Crypto_OocystsPer100ml","S","1/2433",NA,NA,NA,"2"
"701","90.8075","1","502","C","Crypto_OocystsPer100ml","S","2/2435",NA,NA,NA,"1"
"702","47.941","2","202","C","Crypto_OocystsPer100ml","S","2/2437",NA,NA,NA,"2"
"703","124","2","401","C","Crypto_OocystsPer100ml","S","2/2439",NA,NA,NA,"2"
"704","0.01075","2","410","C","Crypto_OocystsPer100ml","S","1/2441",NA,NA,NA,"3"
"705","3633333.35","0","101","D","Crypto_OocystsPer100ml","S","2/2443",NA,NA,NA,"1"
"706","1966666.7","0","406","D","Crypto_OocystsPer100ml","S","2/2445",NA,NA,NA,"3"
"707","255.8","0","411","D","Crypto_OocystsPer100ml","S","2/2447",NA,NA,NA,"3"
"708","1089.6","1","111","D","Crypto_OocystsPer100ml","S","2/2449",NA,NA,NA,"2"
"709","1165.8","1","210","D","Crypto_OocystsPer100ml","S","2/2451",NA,NA,NA,"2"
"710","64964.95","1","502","D","Crypto_OocystsPer100ml","S","2/2453",NA,NA,NA,"1"
"711","15920","2","202","D","Crypto_OocystsPer100ml","S","2/2455",NA,NA,NA,"2"
"712","11520","2","401","D","Crypto_OocystsPer100ml","S","2/2457",NA,NA,NA,"2"
"713","580","2","410","D","Crypto_OocystsPer100ml","S","1/2458",NA,NA,NA,"3"
"714","1.5","0","101","A","SalmonellaCulturableWildType_MPNPer100ml","S","0/2460",NA,NA,NA,"1"
"715","1.5","0","406","A","SalmonellaCulturableWildType_MPNPer100ml","S","0/2462",NA,NA,NA,"3"
"716","1.5","0","411","A","SalmonellaCulturableWildType_MPNPer100ml","S","0/2463",NA,NA,NA,"3"
"717","0.205","1","111","A","SalmonellaCulturableWildType_MPNPer100ml","S","0/2465",NA,NA,NA,"2"
"718","0.205","1","210","A","SalmonellaCulturableWildType_MPNPer100ml","S","0/2466",NA,NA,NA,"2"
"719","0.205","1","502","A","SalmonellaCulturableWildType_MPNPer100ml","S","0/2468",NA,NA,NA,"1"
"720","0.16","2","202","A","SalmonellaCulturableWildType_MPNPer100ml","S","0/2470",NA,NA,NA,"2"
"721","0.16","2","401","A","SalmonellaCulturableWildType_MPNPer100ml","S","0/2472",NA,NA,NA,"2"
"722","0.16","2","410","A","SalmonellaCulturableWildType_MPNPer100ml","S","0/2474",NA,NA,NA,"3"
"723","1.5","0","101","B","SalmonellaCulturableWildType_MPNPer100ml","S","0/2476",NA,NA,NA,"1"
"724","1.5","0","406","B","SalmonellaCulturableWildType_MPNPer100ml","S","0/2478",NA,NA,NA,"3"
"725","1.5","0","411","B","SalmonellaCulturableWildType_MPNPer100ml","S","0/2480",NA,NA,NA,"3"
"726","1.5","1","111","B","SalmonellaCulturableWildType_MPNPer100ml","S","0/2482",NA,NA,NA,"2"
"727","1.5","1","210","B","SalmonellaCulturableWildType_MPNPer100ml","S","0/2484",NA,NA,NA,"2"
"728","1.5","1","502","B","SalmonellaCulturableWildType_MPNPer100ml","S","0/2486",NA,NA,NA,"1"
"729","1.5","2","202","B","SalmonellaCulturableWildType_MPNPer100ml","S","0/2488",NA,NA,NA,"2"
"730","1.5","2","401","B","SalmonellaCulturableWildType_MPNPer100ml","S","0/2490",NA,NA,NA,"2"
"731","1.5","2","410","B","SalmonellaCulturableWildType_MPNPer100ml","S","0/2492",NA,NA,NA,"3"
"732","1.5","0","101","C","SalmonellaCulturableWildType_MPNPer100ml","S","0/2494",NA,NA,NA,"1"
"733","3.6","0","406","C","SalmonellaCulturableWildType_MPNPer100ml","S","2/2496",NA,NA,NA,"3"
"734","1.5","0","411","C","SalmonellaCulturableWildType_MPNPer100ml","S","0/2498",NA,NA,NA,"3"
"735","1.5","1","111","C","SalmonellaCulturableWildType_MPNPer100ml","S","0/2500",NA,NA,NA,"2"
"736","1.5","1","210","C","SalmonellaCulturableWildType_MPNPer100ml","S","0/2502",NA,NA,NA,"2"
"737","1.5","1","502","C","SalmonellaCulturableWildType_MPNPer100ml","S","0/2504",NA,NA,NA,"1"
"738","1.5","2","202","C","SalmonellaCulturableWildType_MPNPer100ml","S","0/2506",NA,NA,NA,"2"
"739","1.5","2","401","C","SalmonellaCulturableWildType_MPNPer100ml","S","0/2508",NA,NA,NA,"2"
"740","1.5","2","410","C","SalmonellaCulturableWildType_MPNPer100ml","S","0/2511",NA,NA,NA,"3"
"741","1.5","0","101","D","SalmonellaCulturableWildType_MPNPer100ml","S","0/2513",NA,NA,NA,"1"
"742","1.5","0","406","D","SalmonellaCulturableWildType_MPNPer100ml","S","0/2515",NA,NA,NA,"3"
"743","1.5","0","411","D","SalmonellaCulturableWildType_MPNPer100ml","S","0/2517",NA,NA,NA,"3"
"744","1.5","1","111","D","SalmonellaCulturableWildType_MPNPer100ml","S","0/2519",NA,NA,NA,"2"
"745","1.5","1","210","D","SalmonellaCulturableWildType_MPNPer100ml","S","0/2521",NA,NA,NA,"2"
"746","1.5","1","502","D","SalmonellaCulturableWildType_MPNPer100ml","S","0/2523",NA,NA,NA,"1"
"747","1.5","2","202","D","SalmonellaCulturableWildType_MPNPer100ml","S","0/2525",NA,NA,NA,"2"
"748","1.5","2","401","D","SalmonellaCulturableWildType_MPNPer100ml","S","0/2527",NA,NA,NA,"2"
"749","1.5","2","410","D","SalmonellaCulturableWildType_MPNPer100ml","S","0/2528",NA,NA,NA,"3"
"750","0.24","2","105","A","EColi0157Culturable_MPNPer100ml","X","1/2530",NA,NA,NA,"1"
"751","0.16","2","402","A","EColi0157Culturable_MPNPer100ml","X","0/2532",NA,NA,NA,"2"
"752","0.16","2","504","A","EColi0157Culturable_MPNPer100ml","X","0/2534",NA,NA,NA,"1"
"753","1.5","0","204","A","EColi0157Culturable_MPNPer100ml","X","0/2536",NA,NA,NA,"2"
"754","1.5","0","405","A","EColi0157Culturable_MPNPer100ml","X","0/2538",NA,NA,NA,"3"
"755","0.205","1","308","A","EColi0157Culturable_MPNPer100ml","X","0/2540",NA,NA,NA,"3"
"756","0.205","1","407","A","EColi0157Culturable_MPNPer100ml","X","0/2542",NA,NA,NA,"3"
"757","0.205","1","501","A","EColi0157Culturable_MPNPer100ml","X","0/2544",NA,NA,NA,"1"
"758","1.5","2","105","B","EColi0157Culturable_MPNPer100ml","X","0/2546",NA,NA,NA,"1"
"759","1.5","2","402","B","EColi0157Culturable_MPNPer100ml","X","0/2548",NA,NA,NA,"2"
"760","1.5","2","504","B","EColi0157Culturable_MPNPer100ml","X","0/2550",NA,NA,NA,"1"
"761","1.5","0","110","B","EColi0157Culturable_MPNPer100ml","X","0/2552",NA,NA,NA,"1"
"762","1.5","0","204","B","EColi0157Culturable_MPNPer100ml","X","0/2554",NA,NA,NA,"2"
"763","1.5","0","405","B","EColi0157Culturable_MPNPer100ml","X","0/2556",NA,NA,NA,"3"
"764","1.5","1","308","B","EColi0157Culturable_MPNPer100ml","X","0/2558",NA,NA,NA,"3"
"765","1.5","1","407","B","EColi0157Culturable_MPNPer100ml","X","0/2560",NA,NA,NA,"3"
"766","1.5","1","501","B","EColi0157Culturable_MPNPer100ml","X","0/2562",NA,NA,NA,"1"
"767","2.25","2","105","C","EColi0157Culturable_MPNPer100ml","X","1/2564",NA,NA,NA,"1"
"768","1.5","2","402","C","EColi0157Culturable_MPNPer100ml","X","0/2566",NA,NA,NA,"2"
"769","1.5","2","504","C","EColi0157Culturable_MPNPer100ml","X","0/2568",NA,NA,NA,"1"
"770","4.35","0","110","C","EColi0157Culturable_MPNPer100ml","X","1/2570",NA,NA,NA,"1"
"771","1.5","0","204","C","EColi0157Culturable_MPNPer100ml","X","0/2572",NA,NA,NA,"2"
"772","1.5","0","405","C","EColi0157Culturable_MPNPer100ml","X","0/2574",NA,NA,NA,"3"
"773","1.5","1","308","C","EColi0157Culturable_MPNPer100ml","X","0/2576",NA,NA,NA,"3"
"774","1.5","1","407","C","EColi0157Culturable_MPNPer100ml","X","0/2578",NA,NA,NA,"3"
"775","1.5","1","501","C","EColi0157Culturable_MPNPer100ml","X","0/2580",NA,NA,NA,"1"
"776","1.5","2","105","D","EColi0157Culturable_MPNPer100ml","X","0/2582",NA,NA,NA,"1"
"777","1.5","2","402","D","EColi0157Culturable_MPNPer100ml","X","0/2584",NA,NA,NA,"2"
"778","2.25","2","504","D","EColi0157Culturable_MPNPer100ml","X","1/2586",NA,NA,NA,"1"
