"","plot","result","dl","method"
"4428","D-401-S-30-T1",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4429","D-401-S-5",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4430","D-401-S-60",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4431","D-401-S-T1",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4432","D-402-X-10",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4433","D-402-X-20",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4434","D-402-X-30",15531,"WR","TotalColiformsCulturableColilert_CFUPer100ml"
"4435","D-402-X-30-T1",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4436","D-402-X-5",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4437","D-402-X-60",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4438","D-402-X-T1",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4439","D-403-C-10",NA,"ANP","TotalColiformsCulturableColilert_CFUPer100ml"
"4440","D-403-C-20",NA,"ANP","TotalColiformsCulturableColilert_CFUPer100ml"
"4441","D-403-C-30",NA,"ANP","TotalColiformsCulturableColilert_CFUPer100ml"
"4442","D-403-C-30-T1",NA,"ANP","TotalColiformsCulturableColilert_CFUPer100ml"
"4443","D-403-C-5",NA,"ANP","TotalColiformsCulturableColilert_CFUPer100ml"
"4444","D-403-C-60",NA,"ANP","TotalColiformsCulturableColilert_CFUPer100ml"
"4445","D-403-C-T1",NA,"ANP","TotalColiformsCulturableColilert_CFUPer100ml"
"4446","D-404-P-10",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4447","D-404-P-20",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4448","D-404-P-30",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4449","D-404-P-30-T1",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4450","D-404-P-5",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4451","D-404-P-60",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4452","D-404-P-T1",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4453","D-405-X-10",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4454","D-405-X-20",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4455","D-405-X-30",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4456","D-405-X-30-T1",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4457","D-405-X-5",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4458","D-405-X-60",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4459","D-405-X-T1",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4460","D-406-S-10",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4461","D-406-S-20",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4462","D-406-S-30",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4463","D-406-S-30-T1",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4464","D-406-S-5",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4465","D-406-S-60",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4466","D-406-S-T1",198630,"WR","TotalColiformsCulturableColilert_CFUPer100ml"
"4467","D-407-X-10",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4468","D-407-X-20",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4469","D-407-X-30",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4470","D-407-X-30-T1",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4471","D-407-X-5",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4472","D-407-X-60",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4473","D-407-X-T1",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4474","D-408-P-10",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4475","D-408-P-20",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4476","D-408-P-30",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4477","D-408-P-30-T1",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4478","D-408-P-5",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4479","D-408-P-60",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4480","D-408-P-T1",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4481","D-409-C-10",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4482","D-409-C-20",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4483","D-409-C-30",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4484","D-409-C-30-T1",NA,"ANP","TotalColiformsCulturableColilert_CFUPer100ml"
"4485","D-409-C-5",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4486","D-409-C-60",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4487","D-409-C-T1",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4488","D-410-S-10",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4489","D-410-S-20",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4490","D-410-S-30",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4491","D-410-S-30-T1",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4492","D-410-S-5",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4493","D-410-S-60",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4494","D-410-S-T1",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4495","D-411-S-10",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4496","D-411-S-20",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4497","D-411-S-30",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4498","D-411-S-30-T1",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4499","D-411-S-5",126675,"WR","TotalColiformsCulturableColilert_CFUPer100ml"
"4500","D-411-S-60",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4501","D-411-S-T1",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4502","D-412-C-10",2419600,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4503","D-412-C-20",613100,"WR","TotalColiformsCulturableColilert_CFUPer100ml"
"4504","D-412-C-30",462815,"WR","TotalColiformsCulturableColilert_CFUPer100ml"
"4505","D-412-C-30-T1",648800,"WR","TotalColiformsCulturableColilert_CFUPer100ml"
"4506","D-412-C-5",2419600,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4507","D-412-C-60",325500,"WR","TotalColiformsCulturableColilert_CFUPer100ml"
"4508","D-412-C-T1",770100,"WR","TotalColiformsCulturableColilert_CFUPer100ml"
"4509","D-501-X-10",2419.6,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4510","D-501-X-20",2419.6,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4511","D-501-X-30",2419.6,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4512","D-501-X-30-T1",2419.6,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4513","D-501-X-5",2419.6,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4514","D-501-X-60",2419.6,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4515","D-501-X-T1",2419.6,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4516","D-502-S-10",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4517","D-502-S-20",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4518","D-502-S-30",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4519","D-502-S-30-T1",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4520","D-502-S-5",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4521","D-502-S-60",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4522","D-502-S-T1",24196,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4523","D-503-C-10",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4524","D-503-C-20",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4525","D-503-C-30",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4526","D-503-C-30-T1",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4527","D-503-C-5",122695.3333,"WR","TotalColiformsCulturableColilert_CFUPer100ml"
"4528","D-503-C-60",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4529","D-503-C-T1",241960,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4530","D-504-X-10",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4531","D-504-X-20",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4532","D-504-X-30",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4533","D-504-X-30-T1",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4534","D-504-X-5",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4535","D-504-X-60",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4536","D-504-X-T1",4839.2,"TNTC","TotalColiformsCulturableColilert_CFUPer100ml"
"4537","B-109-C-30-T",0.43,"WR","CampylobacterCulturable_MPNPerML"
"4538","B-109-C-T2",2.4,"WR","CampylobacterCulturable_MPNPerML"
"4539","B-102-P-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4540","B-102-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4541","B-101-S-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4542","B-101-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4543","B-110-x-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4544","B-110-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4545","B-205-C-30-T",11,"TNTC","CampylobacterCulturable_MPNPerML"
"4546","B-205-C-T2",11,"TNTC","CampylobacterCulturable_MPNPerML"
"4547","B-206-P-30-T",0.036,"WR","CampylobacterCulturable_MPNPerML"
"4548","B-206-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4549","B-203-P-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4550","B-203-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4551","B-204-X-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4552","B-204-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4553","B-405-X-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4554","B-405-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4555","B-406-S-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4556","B-406-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4557","B-411-S-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4558","B-411-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4559","B-412-C-30-T",11,"TNTC","CampylobacterCulturable_MPNPerML"
"4560","B-412-C-T2",11,"TNTC","CampylobacterCulturable_MPNPerML"
"4561","B-107-C-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4562","B-107-C-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4563","B-108-P-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4564","B-108-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4565","B-501-X-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4566","B-501-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4567","B-502-S-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4568","B-502-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4569","B-111-S-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4570","B-111-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4571","B-112-P-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4572","B-112-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4573","B-209-C-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4574","B-209-C-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4575","B-210-S-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4576","B-210-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4577","B-307-C-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4578","B-307-C-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4579","B-308-X-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4580","B-308-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4581","B-407-X-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4582","B-407-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4583","B-408-P-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4584","B-408-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4585","B-105-X-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4586","B-105-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4587","B-106-P-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4588","B-106-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4589","B-503-C-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4590","B-503-C-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4591","B-504-X-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4592","B-504-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4593","B-201-P-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4594","B-201-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4595","B-202-S-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4596","B-202-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4597","B-401-S-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4598","B-401-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4599","B-402-X-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4600","B-402-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4601","B-403-C-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4602","B-403-C-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4603","B-404-P-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4604","B-404-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4605","B-409-C-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4606","B-409-C-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4607","B-410-S-30-T",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4608","B-410-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"4609","B-101-S-30-T",5.4,"BDL","Campylobacter_GUPerML"
"4610","B-101-S-T2",2.934,"BDL","Campylobacter_GUPerML"
"4611","B-102-P-30-T",1.872,"BDL","Campylobacter_GUPerML"
"4612","B-102-P-T2",2.376,"BDL","Campylobacter_GUPerML"
"4613","B-105-X-30-T",1.89,"BDL","Campylobacter_GUPerML"
"4614","B-105-X-T2",3.024,"BDL","Campylobacter_GUPerML"
"4615","B-106-P-30-T",1.17,"BDL","Campylobacter_GUPerML"
"4616","B-106-P-T2",0.54,"BDL","Campylobacter_GUPerML"
"4617","B-107-C-30-T",3.006,"BDL","Campylobacter_GUPerML"
"4618","B-107-C-T2",1.98,"BDL","Campylobacter_GUPerML"
"4619","B-108-P-30-T",1.404,"BDL","Campylobacter_GUPerML"
"4620","B-108-P-T2",0.882,"BDL","Campylobacter_GUPerML"
"4621","B-109-C-30-T",1.422,"BDL","Campylobacter_GUPerML"
"4622","B-109-C-T2",0.918,"BDL","Campylobacter_GUPerML"
"4623","B-110-x-30-T",1.71,"BDL","Campylobacter_GUPerML"
"4624","B-110-X-T2",1.566,"BDL","Campylobacter_GUPerML"
"4625","B-111-S-30-T",0.54,"BDL","Campylobacter_GUPerML"
"4626","B-111-S-T2",1.26,"BDL","Campylobacter_GUPerML"
"4627","B-112-P-30-T",1.98,"BDL","Campylobacter_GUPerML"
"4628","B-112-P-T2",4.59,"BDL","Campylobacter_GUPerML"
"4629","B-201-P-30-T",1.602,"BDL","Campylobacter_GUPerML"
"4630","B-201-P-T2",1.476,"BDL","Campylobacter_GUPerML"
"4631","B-202-S-30-T",1.728,"BDL","Campylobacter_GUPerML"
"4632","B-202-S-T2",0.846,"BDL","Campylobacter_GUPerML"
"4633","B-203-P-30-T",0.666,"BDL","Campylobacter_GUPerML"
"4634","B-203-P-T2",1.854,"BDL","Campylobacter_GUPerML"
"4635","B-204-X-30-T",2.052,"BDL","Campylobacter_GUPerML"
"4636","B-204-X-T2",0.954,"BDL","Campylobacter_GUPerML"
"4637","B-205-C-30-T",1.764,"BDL","Campylobacter_GUPerML"
"4638","B-205-C-T2",2.736,"BDL","Campylobacter_GUPerML"
"4639","B-206-P-30-T",1.692,"BDL","Campylobacter_GUPerML"
"4640","B-206-P-T2",2.052,"BDL","Campylobacter_GUPerML"
"4641","B-209-C-30-T",1.566,"BDL","Campylobacter_GUPerML"
"4642","B-209-C-T2",1.458,"BDL","Campylobacter_GUPerML"
"4643","B-210-S-30-T",2.556,"BDL","Campylobacter_GUPerML"
"4644","B-210-S-T2",1.476,"BDL","Campylobacter_GUPerML"
"4645","B-307-C-30-T",3.06,"BDL","Campylobacter_GUPerML"
"4646","B-307-C-T2",1.26,"BDL","Campylobacter_GUPerML"
"4647","B-308-X-30-T",1.44,"BDL","Campylobacter_GUPerML"
"4648","B-308-X-T2",2.25,"BDL","Campylobacter_GUPerML"
"4649","B-401-S-30-T",0.846,"BDL","Campylobacter_GUPerML"
"4650","B-401-S-T2",2.52,"BDL","Campylobacter_GUPerML"
"4651","B-402-X-30-T",1.404,"BDL","Campylobacter_GUPerML"
"4652","B-402-X-T2",1.296,"BDL","Campylobacter_GUPerML"
"4653","B-403-C-30-T",1.944,"BDL","Campylobacter_GUPerML"
"4654","B-403-C-T2",1.944,"BDL","Campylobacter_GUPerML"
"4655","B-404-P-30-T",0.792,"BDL","Campylobacter_GUPerML"
"4656","B-404-P-T2",1.08,"BDL","Campylobacter_GUPerML"
"4657","B-405-X-30-T",2.682,"BDL","Campylobacter_GUPerML"
"4658","B-405-X-T2",1.548,"BDL","Campylobacter_GUPerML"
"4659","B-406-S-30-T",2.07,"BDL","Campylobacter_GUPerML"
"4660","B-406-S-T2",3.15,"BDL","Campylobacter_GUPerML"
"4661","B-407-X-30-T",2.754,"BDL","Campylobacter_GUPerML"
"4662","B-407-X-T2",2.052,"BDL","Campylobacter_GUPerML"
"4663","B-408-P-30-T",2.124,"BDL","Campylobacter_GUPerML"
"4664","B-408-P-T2",1.53,"BDL","Campylobacter_GUPerML"
"4665","B-409-C-30-T",1.512,"BDL","Campylobacter_GUPerML"
"4666","B-409-C-T2",0.864,"BDL","Campylobacter_GUPerML"
"4667","B-410-S-30-T",1.224,"BDL","Campylobacter_GUPerML"
"4668","B-410-S-T2",1.44,"BDL","Campylobacter_GUPerML"
"4669","B-411-S-30-T",1.764,"BDL","Campylobacter_GUPerML"
"4670","B-411-S-T2",1.62,"BDL","Campylobacter_GUPerML"
"4671","B-412-C-30-T",1.161,"BDL","Campylobacter_GUPerML"
"4672","B-412-C-T2",3.762,"BDL","Campylobacter_GUPerML"
"4673","B-501-X-30-T",2.268,"BDL","Campylobacter_GUPerML"
"4674","B-501-X-T2",3.708,"BDL","Campylobacter_GUPerML"
"4675","B-502-S-30-T",0.774,"BDL","Campylobacter_GUPerML"
"4676","B-502-S-T2",0.954,"BDL","Campylobacter_GUPerML"
"4677","B-503-C-30-T",1.62,"BDL","Campylobacter_GUPerML"
"4678","B-503-C-T2",4.130192992,"BDL","Campylobacter_GUPerML"
"4679","B-504-X-30-T",1.476,"BDL","Campylobacter_GUPerML"
"4680","B-504-X-T2",5.530867137,"BDL","Campylobacter_GUPerML"
"4681","B-101-S-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4682","B-101-S-T2",1.33,"WR","CampylobactersppSimplatesCulturable_MPNPerML"
"4683","B-102-P-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4684","B-102-P-T2",0.67,"WR","CampylobactersppSimplatesCulturable_MPNPerML"
"4685","B-105-X-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4686","B-105-X-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4687","B-106-P-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4688","B-106-P-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4689","B-107-C-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4690","B-107-C-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4691","B-108-P-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4692","B-108-P-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4693","B-109-C-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4694","B-109-C-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4695","B-110-x-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4696","B-110-X-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4697","B-111-S-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4698","B-111-S-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4699","B-112-P-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4700","B-112-P-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4701","B-201-P-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4702","B-201-P-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4703","B-202-S-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4704","B-202-S-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4705","B-203-P-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4706","B-203-P-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4707","B-204-X-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4708","B-204-X-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4709","B-205-C-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4710","B-205-C-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4711","B-206-P-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4712","B-206-P-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4713","B-209-C-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4714","B-209-C-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4715","B-210-S-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4716","B-210-S-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4717","B-307-C-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4718","B-307-C-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4719","B-308-X-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4720","B-308-X-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4721","B-401-S-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4722","B-401-S-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4723","B-402-X-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4724","B-402-X-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4725","B-403-C-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4726","B-403-C-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4727","B-404-P-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4728","B-404-P-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4729","B-405-X-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4730","B-405-X-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4731","B-406-S-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4732","B-406-S-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4733","B-407-X-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4734","B-407-X-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4735","B-408-P-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4736","B-408-P-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4737","B-409-C-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4738","B-409-C-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4739","B-410-S-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4740","B-410-S-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4741","B-411-S-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4742","B-411-S-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4743","B-412-C-30-T",3,"WR","CampylobactersppSimplatesCulturable_MPNPerML"
"4744","B-412-C-T2",11,"WR","CampylobactersppSimplatesCulturable_MPNPerML"
"4745","B-501-X-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4746","B-501-X-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4747","B-502-S-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4748","B-502-S-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4749","B-503-C-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4750","B-503-C-T2",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
"4751","B-504-X-30-T",1,"BDL","CampylobactersppSimplatesCulturable_MPNPerML"
